step,updates,sps,eps,beta,score_avg100,buffer,time,loss,q_mean,td_abs,grad_norm
10000,625,314.0056336044147,0.0,0.7250000000000001,142.30769230769232,10000,31.847562074661255,0.01165891706943512,0.08948867797851562,0.2191621384397149,0.021205414447467773
20000,1875,187.54087683429765,0.0,1.0,164.3548387096774,20000,85.1682710647583,0.0029548594816878903,0.22683685302734374,0.15427058212459088,0.0342832927335985
