step,updates,sps,eps,beta,score_avg100,buffer,time,loss,q_mean,td_abs,grad_norm
490000,110000,971.0930443683499,0.010000000000000009,0.0,217.65,490000,452.686336517334,0.011369915800751187,1.0093638238310814,0.08536286061629653,0.2951883863098919
500000,112500,971.0732369063136,0.010000000000000009,0.0,237.5,500000,462.98321318626404,0.011004680973128416,1.0309670546650886,0.08320318119600416,0.2877205517143011
510000,115000,808.4543313560148,0.010000000000000009,0.0,243.1,500000,475.35300064086914,0.011142917525139637,1.0749588668346406,0.08484912661835552,0.29378356769680974
520000,117500,979.887022122138,0.010000000000000009,0.0,255.6,500000,485.5577538013458,0.011170628519030288,1.0787591004371644,0.0860240488871932,0.3084841296449304
530000,120000,981.437573137422,0.010000000000000009,0.0,277.95,500000,495.74730801582336,0.011867323617916554,1.1171972155570984,0.09060598922893405,0.325211319103837
540000,122500,975.45515033921,0.010000000000000009,0.0,299.95,500000,505.9985134601593,0.011689330901717768,1.107430294752121,0.09003767631947994,0.3315148236975074
550000,125000,974.127999735049,0.010000000000000009,0.0,313.5,500000,516.2641048431396,0.012338082018541172,1.090073790550232,0.0911624762043357,0.3377212355285883
560000,127500,989.340008968045,0.010000000000000009,0.0,322.2,500000,526.371853351593,0.010757053039269522,1.1035833445191383,0.08610741209238768,0.3106994725391269
570000,130000,987.1493717287308,0.010000000000000009,0.0,316.9,500000,536.5020325183868,0.011712436848320067,1.146301887333393,0.09179420311003923,0.3545488111302257
580000,132500,971.0101327078327,0.010000000000000009,0.0,321.45,500000,546.8005862236023,0.011432274143444374,1.1415148872137069,0.09098793165758252,0.3587256547436118
590000,135000,976.2449159050634,0.010000000000000009,0.0,314.9,500000,557.0439174175262,0.012228821284370497,1.1357703521847724,0.09529611829668283,0.3794255585223436
600000,137500,983.2839542854394,0.010000000000000009,0.0,309.95,500000,567.2139196395874,0.013089869669638574,1.1780902224779128,0.09629328249022365,0.39697732478380204
610000,140000,965.783397346577,0.010000000000000009,0.0,302.7,500000,577.5682082176208,0.01249731440213509,1.2291095113754273,0.09489675981923938,0.3853277973085642
620000,142500,984.7098370923405,0.010000000000000009,0.0,298.05,500000,587.7234840393066,0.01232401623390615,1.2739989459514618,0.09597474504262209,0.38146218478679655
630000,145000,967.3148313301866,0.010000000000000009,0.0,316.05,500000,598.0613799095154,0.013680923716165125,1.3390367567539214,0.10119916042312979,0.4095186710357666
640000,147500,1009.3704615162326,0.010000000000000009,0.0,306.5,500000,607.9685451984406,0.012813913746504113,1.349928224682808,0.09781235629692674,0.39431618951261044
650000,150000,1016.9219402657184,0.010000000000000009,0.0,299.0,500000,617.8021416664124,0.012151360914576798,1.356711018681526,0.09570264516398311,0.4150910510867834
660000,152500,1018.126582848767,0.010000000000000009,0.0,298.6,500000,627.6241030693054,0.011944496518699452,1.3954915341734886,0.09749876413494349,0.401384402140975
670000,155000,1019.3977278654216,0.010000000000000009,0.0,290.7,500000,637.43381690979,0.013409384379629045,1.398866481781006,0.098760950807482,0.4232599052041769
680000,157500,1020.2131808848674,0.010000000000000009,0.0,298.75,500000,647.2371973991394,0.012869789591059088,1.4200302052497864,0.09888020019978284,0.4201951510459185
690000,160000,1015.5910499159753,0.010000000000000009,0.0,284.25,500000,657.082172870636,0.01367510882904753,1.4580572125315667,0.10286083156242967,0.43287883818149564
700000,162500,1020.2530608535625,0.010000000000000009,0.0,294.4,500000,666.8836627006531,0.012868222545366735,1.4700946336984635,0.09887378595769405,0.4243994252383709
710000,165000,989.6190959897283,0.010000000000000009,0.0,298.25,500000,676.9885606765747,0.013160514701157809,1.483501044511795,0.10165479874238371,0.45924233227968214
720000,167500,988.6042275960252,0.010000000000000009,0.0,300.2,500000,687.1038320064545,0.013267595899524167,1.4776894170045853,0.10034192515537142,0.42703220278024673
730000,170000,1033.6263774556057,0.010000000000000009,0.0,310.1,500000,696.7785077095032,0.014334364875685424,1.590567193031311,0.10588647708296776,0.4415280079096556
740000,172500,1031.1617151750804,0.010000000000000009,0.0,317.4,500000,706.4763076305389,0.014040911924093962,1.6034437584877015,0.10341955795884132,0.44507020868360997
750000,175000,1028.8879462051787,0.010000000000000009,0.0,314.95,500000,716.196539402008,0.014102844182634727,1.5982165801525117,0.10484076902270317,0.4689247316122055
760000,177500,829.7861097423578,0.010000000000000009,0.0,321.2,500000,728.247368812561,0.014849435847718268,1.6269207721948624,0.1068053562939167,0.4653155268728733
770000,180000,1032.3263318671866,0.010000000000000009,0.0,317.8,500000,737.9336967468262,0.014664687031181529,1.6848168152570724,0.10599003231152893,0.4724060843884945
780000,182500,1031.3600481797605,0.010000000000000009,0.0,319.75,500000,747.6306352615356,0.015529903341084719,1.7019256842136383,0.1107360352948308,0.509824373498559
790000,185000,1036.1120128332218,0.010000000000000009,0.0,326.5,500000,757.2810978889465,0.015139724625041708,1.7529108154773712,0.10844244064763188,0.46460382476449014
800000,187500,1032.0293191221172,0.010000000000000009,0.0,333.7,500000,766.9707450866699,0.01439344100188464,1.7283536750078201,0.10708825079724192,0.4720982626080513
810000,190000,1036.7473093302447,0.010000000000000009,0.0,353.1,500000,776.616297006607,0.014833969364408403,1.8014434826374055,0.1083266387693584,0.48473889954388144
820000,192500,1039.143229293252,0.010000000000000009,0.0,345.75,500000,786.2396094799042,0.01523717941250652,1.8285150158405303,0.10979320934042335,0.5200388461351395
830000,195000,1038.7980021652193,0.010000000000000009,0.0,359.1,500000,795.8661201000214,0.01411401858436875,1.898000014424324,0.10762327373027801,0.5159058012068272
840000,197500,1042.7715684797924,0.010000000000000009,0.0,378.25,500000,805.4559481143951,0.015671796230599284,1.89045146048069,0.11329180501401424,0.5189393556118012
850000,200000,1038.702097857764,0.010000000000000009,0.0,394.5,500000,815.0833475589752,0.017786167110316456,1.9696421736478806,0.1171118326112628,0.5380843331664801
860000,202500,1040.451917327823,0.010000000000000009,0.0,406.6,500000,824.6945557594299,0.01655939862248488,1.9707817387580873,0.11455791547894478,0.5403001148253679
870000,205000,1030.3016427919633,0.010000000000000009,0.0,422.65,500000,834.4004511833191,0.01673317853244953,2.000975832939148,0.11472650583833456,0.5645473802089691
880000,207500,1036.020800623998,0.010000000000000009,0.0,427.7,500000,844.0527670383453,0.01581212711171247,2.0019220733642578,0.11112537156790495,0.49283420279622075
890000,210000,1037.7112668076506,0.010000000000000009,0.0,435.1,500000,853.6893589496613,0.016552795317256824,2.09345971763134,0.11219169130548835,0.49186715558171273
900000,212500,1040.2550002529765,0.010000000000000009,0.0,468.45,500000,863.3028938770294,0.01658602724899538,2.1423556834459303,0.11222568012773991,0.5031687182933092
910000,215000,1040.5240864487316,0.010000000000000009,0.0,482.7,500000,872.9134306907654,0.017625810615718364,2.198107126355171,0.11543205553665757,0.5076044542342424
920000,217500,1031.3254320286298,0.010000000000000009,0.0,470.4,500000,882.6091885566711,0.017362988942768425,2.2089709639549255,0.1161403688788414,0.5357312322407961
930000,220000,1032.7026884222032,0.010000000000000009,0.0,469.55,500000,892.2925176620483,0.017610228277044372,2.222334725856781,0.11771758068352937,0.5493063031882047
940000,222500,1031.877767019921,0.010000000000000009,0.0,479.65,500000,901.985137462616,0.01680186690064147,2.2283267241716387,0.11446719560772181,0.5544767878949642
950000,225000,1031.1108890938942,0.010000000000000009,0.0,479.4,500000,911.6818659305573,0.017759929512394593,2.2630933314561843,0.11584359843283892,0.5439288987964391
960000,227500,1034.2189722275373,0.010000000000000009,0.0,495.3,500000,921.3509981632233,0.016095135019859298,2.2472183376550676,0.11130312468856574,0.5035015048086643
970000,230000,1019.5496012729396,0.010000000000000009,0.0,490.2,500000,931.1592507362366,0.017046726727858185,2.2874716651439666,0.11447098111733794,0.5333774405717849
980000,232500,1034.379962518405,0.010000000000000009,0.0,482.1,500000,940.8268780708313,0.017544916364131496,2.298135979771614,0.11696175297722221,0.5217906974256039
990000,235000,1032.85216844327,0.010000000000000009,0.0,476.95,500000,950.5088057518005,0.01695494896848686,2.3155287104845046,0.11641830775886775,0.5394360379129648
1000000,237500,1030.5883682673536,0.010000000000000009,0.0,492.75,500000,960.2120008468628,0.017624929663725197,2.369601474404335,0.11826796285808086,0.5493398220837116
