step,updates,sps,eps,beta,score_avg100,buffer,time,loss,q_mean,td_abs,grad_norm
480000,11875,573.0549457497011,0.0,0.4764,701.85,480000,721.0378303527832,0.02276377665344626,3.294443359375,0.29217601627111434,0.342550482749939
490016,12188,575.8548345425922,0.0,0.47695088,702.35,490016,738.4311027526855,0.021105674211867154,3.2812890625,0.2806489132344723,0.3258418582379818
500000,12500,576.491105810769,0.0,0.47750000000000004,715.3,500000,755.7496700286865,0.02256458403542638,3.318095703125,0.28472266599535945,0.35921130530536177
510016,12813,380.46003372524893,0.0,0.47805088,734.85,500000,782.0774040222168,0.023643427984789012,3.48736328125,0.29618672490119935,0.36981652084738015
520000,13125,571.6689741238956,0.0,0.4786,730.55,500000,799.540346622467,0.02386448103468865,3.48923828125,0.29470997147262096,0.3631083034723997
530016,13438,571.4393718373286,0.0,0.47915088,720.05,500000,817.0680153369904,0.025879627899266778,3.464150390625,0.311394026055932,0.37015613339841363
540000,13750,576.8003844938182,0.0,0.4797,744.7,500000,834.3772964477539,0.027758322060108184,3.563896484375,0.3223807197809219,0.4239193431660533
550016,14063,575.1839399683703,0.0,0.48025088,767.2,500000,851.7908563613892,0.026195983737707138,3.5370703125,0.3096194197237492,inf
560000,14375,557.9384311077541,0.0,0.4808,778.1,500000,869.6868760585785,0.02359478206373751,3.5741796875,0.2940581522136927,0.37772708721458914
570016,14688,558.5399048025886,0.0,0.48135088000000004,749.25,500000,887.617773771286,0.023349036779254675,3.567060546875,0.2911071139574051,0.3542573756352067
580000,15000,562.6886545409006,0.0,0.4819,767.55,500000,905.3611562252045,0.02322743377648294,3.581650390625,0.2940688991546631,0.366039653532207
590016,15313,577.2911725841504,0.0,0.48245088,765.5,500000,922.7111530303955,0.0208363688737154,3.536083984375,0.2755658414959907,0.31864713910967113
600000,15625,576.5176461829006,0.0,0.483,768.55,500000,940.028923034668,0.021185806202702225,3.515771484375,0.2749952803552151,0.3463156609982252
610016,15938,574.2009602202475,0.0,0.48355088,766.6,500000,957.4732964038849,0.020915730667766183,3.530341796875,0.27609072797000406,0.3379121419414878
620000,16250,561.709911524239,0.0,0.48410000000000003,779.05,500000,975.2481510639191,0.02079756996128708,3.569345703125,0.2720659737288952,0.3797265458106995
630016,16563,576.1620412626015,0.0,0.48465088,781.75,500000,992.6305909156799,0.021080697565339507,3.63048828125,0.27646161630749705,inf
640000,16633,3016.3897716842057,0.0,0.4852,nan,7744,999.1116106510162,,,,
650016,16633,4017.7185315534675,0.0,0.48575088,nan,17760,1001.6045677661896,,,,
660000,16633,3891.322598013151,0.0,0.4863,584.7826086956521,27744,1004.1702764034271,,,,
670016,16633,3999.1794965525883,0.0,0.48685088,598.4615384615385,37760,1006.6747901439667,,,,
680000,16633,3960.267052341603,0.0,0.4874,621.5853658536586,47744,1009.1958322525024,,,,
690016,16875,548.8182612208376,0.0,0.48795088000000003,667.9245283018868,57760,1027.4459538459778,0.01901872080285102,3.919755859375,0.23318534173071384,0.4691297838836908
700000,17187,582.1456397162884,0.0,0.48850000000000005,670.7017543859649,67744,1044.596301317215,0.019877621000632645,3.69609375,0.24935893446207047,0.4457292999699712
710016,17500,581.0005347509419,0.0,0.48905088,676.3571428571429,77760,1061.8355281352997,0.019907970423810185,3.794970703125,0.2573269709944725,0.3928114476799965
720000,17812,580.9838943746346,0.0,0.48960000000000004,677.8666666666667,87744,1079.0201697349548,0.01919410245027393,3.585927734375,0.25518656611442564,0.3835518445819616
730016,18125,581.129922885121,0.0,0.49015088,684.3529411764706,97760,1096.2555582523346,0.018028285708278417,3.51345703125,0.25167501166462897,0.3972571462020278
740000,18437,581.262301471586,0.0,0.4907,744.6428571428571,107744,1113.4319689273834,0.017374391371849925,3.584638671875,0.24829976446926594,inf
750016,18750,580.3770672544116,0.0,0.49125088,769.05,117760,1130.6907150745392,0.018184126222040506,3.641318359375,0.2561050713062286,0.3728722634911537
760000,19062,376.0087856685788,0.0,0.4918,786.8,127744,1157.2438530921936,0.018868716903962194,3.83619140625,0.26485387653112413,0.3595885894075036
770016,19375,580.0438860670818,0.0,0.49235088000000005,808.0,137760,1174.5099449157715,0.020945375189185142,3.81107421875,0.2724208866804838,0.3928988889604807
780000,19687,579.7359247850515,0.0,0.4929,827.45,147744,1191.7315790653229,0.01841035026591271,3.851015625,0.26406588330864905,0.36140360035002234
790016,20000,580.2582246857411,0.0,0.49345088000000004,846.15,157760,1208.9928596019745,0.017537144718226046,3.79689453125,0.2556908445060253,0.3862632010877132
800000,20312,580.0075535179941,0.0,0.494,827.3,167744,1226.206428527832,0.019317141249775887,3.7444921875,0.2637719379365444,0.4029669241979718
810016,20625,579.3740835292282,0.0,0.49455088,832.1,177760,1243.4940502643585,0.01938007417600602,3.73775390625,0.26864735409617424,inf
820000,20937,580.1600205220376,0.0,0.49510000000000004,843.95,187744,1260.7030954360962,0.0198866908531636,3.777626953125,0.2758097775280476,0.39442051604390144
830016,21250,566.7462851403374,0.0,0.49565088,884.9,197760,1278.3769063949585,0.020672453206498177,3.8171484375,0.279058124050498,0.4118633994460106
840000,21562,578.5192868170053,0.0,0.49620000000000003,917.3,207744,1295.6342611312866,0.019009377043694257,3.657724609375,0.2694219482690096,0.39567252732813357
850016,21875,579.3342705248951,0.0,0.49675088,954.95,217760,1312.9225678443909,0.018788568442687392,3.653515625,0.26564223267138004,0.3908986417576671
860000,22187,581.068252028903,0.0,0.4973,958.25,227744,1330.1047146320343,0.01991846431978047,3.733779296875,0.27443364046514035,inf
870016,22500,579.4569069935787,0.0,0.49785088,946.0,237760,1347.389865398407,0.02186378775164485,3.776171875,0.2851825926452875,0.36649923227727416
880000,22812,580.3539141357516,0.0,0.4984,954.9,247744,1364.5931611061096,0.021287861759774387,3.82873046875,0.28154742658138276,0.44566813815385103
890016,23125,581.2159751065014,0.0,0.49895088,972.8,257760,1381.8265008926392,0.021702649714425207,3.98580078125,0.28723019003868105,0.4802259710431099
900000,23437,580.7616940961308,0.0,0.4995,973.8,267744,1399.0172142982483,0.021093345452100037,4.043515625,0.28529987737536433,0.43315062738955024
910016,23750,580.3105414838998,0.0,0.50005088,990.75,277760,1416.276938676834,0.02092242058366537,4.029365234375,0.2808979899436235,0.4171021354570985
920000,24062,581.0347688469612,0.0,0.5006,995.45,287744,1433.4600756168365,0.022006700346246362,4.0502734375,0.2900943564623594,0.4322417893260717
930016,24375,579.6532637674613,0.0,0.50115088,1051.75,297760,1450.739371061325,0.021518423752859235,4.106611328125,0.2887977423518896,0.4167640458419919
940000,24687,580.2302462597596,0.0,0.5017,1033.1,307744,1467.9463334083557,0.022078680535778404,4.140283203125,0.2914515884965658,inf
950016,25000,580.6785162813883,0.0,0.5022508800000001,953.35,317760,1485.1951203346252,0.022948953486047686,4.19203125,0.29890906549990176,0.49546498239040376
960000,25312,581.2578558948139,0.0,0.5028,939.7,327744,1502.3716623783112,0.02142007921822369,4.20044921875,0.2910436800867319,0.45341999605298045
970016,25625,581.1067720084142,0.0,0.5033508800000001,879.5,337760,1519.6077375411987,0.021131650521419944,4.168955078125,0.28530643582344056,0.44593554485589265
980000,25937,581.6501511930355,0.0,0.5039,855.6,347744,1536.772694826126,0.017553289546631278,3.9984375,0.2621953871101141,0.3382209525629878
990016,26250,579.5561681057341,0.0,0.50445088,858.4,357760,1554.054885149002,0.01830842315685004,3.89048828125,0.2637052350491285,0.36372059043496846
1000000,26562,582.9832908383348,0.0,0.505,896.0,367744,1571.1815903186798,0.019797381069511174,3.77232421875,0.27420098006725313,0.36685174610465765
1010016,26875,342.28636626985053,0.0,0.50555088,881.95,377760,1600.4426381587982,0.01817896921886131,3.755283203125,0.26793208710849287,0.3798949368670583
1020000,27187,582.1818329690659,0.0,0.5061,888.3,387744,1617.5919194221497,0.018911568680778146,3.86353515625,0.2665323293209076,0.348540234528482
1030016,27500,582.1129216915817,0.0,0.50665088,879.65,397760,1634.7982029914856,0.019278526436537505,3.85455078125,0.27094317942857743,0.38128426894545553
1040000,27812,582.3517229683382,0.0,0.5072,880.7,407744,1651.9424812793732,0.019587844829075038,3.825859375,0.2738681424409151,0.33443389281630514
1050016,28125,580.8267122157075,0.0,0.50775088,891.35,417760,1669.186867237091,0.020164806076791136,3.84505859375,0.2806871938705444,0.31047926923260094
1060000,28437,582.7334867717083,0.0,0.5083,897.6,427744,1686.3199138641357,0.023170841657556594,3.93888671875,0.2986580753326416,0.46778988644480707
1070016,28750,582.6867562552123,0.0,0.50885088,904.95,437760,1703.5092525482178,0.022101509373169393,4.007412109375,0.2985414254665375,0.41472631350159644
1080000,29062,582.0154961255239,0.0,0.5094,932.35,447744,1720.6644377708435,0.021855331854894758,4.14029296875,0.2976948082447052,0.44859807189553974
1090016,29375,581.9362726214804,0.0,0.50995088,968.8,457760,1737.8749415874481,0.02062126378994435,4.149287109375,0.2903926930576563,0.4408343961462379
1100000,29687,582.3102452466568,0.0,0.5105000000000001,1037.6,467744,1755.0204410552979,0.021708746862132103,4.124580078125,0.29373792789876463,0.4853968390077352
1110016,30000,581.8333177961351,0.0,0.51105088,1076.65,477760,1772.2349932193756,0.02062721549998969,4.166455078125,0.2862298233807087,0.45853694394230843
1120000,30312,581.9612227743053,0.0,0.5116,1077.6,487744,1789.3907754421234,0.020001284256577493,4.1587109375,0.281318411976099,0.4129636112973094
1130016,30625,573.9965151252464,0.0,0.51215088,1044.25,497760,1806.8403587341309,0.01947379790712148,4.24322265625,0.27894824102520943,0.38635309725999833
1140000,30937,582.7436071699346,0.0,0.5127,1057.8,507744,1823.9731078147888,0.0211108562303707,4.323681640625,0.28753040850162503,0.46692271284759046
1150016,31250,581.9501945488208,0.0,0.51325088,1034.25,517760,1841.184202671051,0.021612350703217088,4.4529296875,0.29375212371349335,0.42558485865592954
1160000,31562,582.7940197742241,0.0,0.5138,1068.0,527744,1858.3154697418213,0.022937015043571592,4.5855859375,0.30435028299689293,0.5163325094431639
1170016,31875,581.9270588806977,0.0,0.5143508800000001,1056.9,537760,1875.5272488594055,0.02123231893638149,4.62931640625,0.29527526184916497,0.47733372170478106
1180000,32187,581.1332863774202,0.0,0.5149,1083.95,547744,1892.7074728012085,0.02099368005525321,4.58939453125,0.2948587380349636,0.4926293785125017
1190016,32500,580.523649324829,0.0,0.5154508800000001,1098.55,557760,1909.9608612060547,0.01924872345291078,4.4821875,0.27810610830783844,0.3442286865785718
1200000,32812,580.8406215154672,0.0,0.516,1091.0,567744,1927.1497416496277,0.01922056040260941,4.48681640625,0.2734979131817818,0.34629194155335424
1210016,33125,580.7448534935639,0.0,0.51655088,1111.25,577760,1944.3965582847595,0.02112150772009045,4.49501953125,0.2893690411746502,0.4042562574520707
1220000,33437,581.0107774929296,0.0,0.5171,1115.9,587744,1961.5804047584534,0.019890696383081375,4.46017578125,0.2811681296676397,0.37766912426799537
1230016,33750,580.8790914203798,0.0,0.51765088,1120.1,597760,1978.8232357501984,0.020024985542986543,4.5153515625,0.2849012862145901,inf
1240000,34062,581.0112692313055,0.0,0.5182,1126.7,607744,1996.007067680359,0.02245354641228914,4.56208984375,0.29702881172299384,0.4069382122904062
1250016,34375,580.0289500383803,0.0,0.51875088,1158.35,617760,2013.2751712799072,0.02230841100215912,4.63,0.3007630553841591,0.3735257079452276
1260000,34687,336.2272978635593,0.0,0.5193,1185.65,627744,2042.9697070121765,0.024172306512482464,4.7292578125,0.31036125458776953,0.40652494683861734
1270016,35000,578.1091955641114,0.0,0.51985088,1202.25,637760,2060.294816017151,0.023971417560242115,4.73857421875,0.30678952038288115,0.3919522139057517
1280000,35312,579.5924965872969,0.0,0.5204,1214.5,647744,2077.5207118988037,0.022087998134084047,4.67794921875,0.30019861966371536,0.37404845833778383
1290016,35625,578.6442418139244,0.0,0.52095088,1226.6,657760,2094.8301384449005,0.023128865286707878,4.7884765625,0.3076833625137806,0.3993209256231785
1300000,35937,578.1074498039255,0.0,0.5215000000000001,1265.4,667744,2112.1002843379974,0.02317108851391822,4.72099609375,0.3059488867968321,0.3848901714757085
1310016,36250,561.5906841886796,0.0,0.52205088,1303.4,677760,2129.9353380203247,0.022975150621496142,4.74466796875,0.3053542001545429,0.38751033052802086
1320000,36562,580.6154797088865,0.0,0.5226000000000001,1274.1,687744,2147.130883693695,0.023170409724116325,4.82908203125,0.313448648750782,inf
1330016,36875,531.6612971386119,0.0,0.52315088,1286.3,697760,2165.9699454307556,0.024194363802671433,4.93603515625,0.3177681175619364,0.4733461633324623
1340000,37187,559.5726600334204,0.0,0.5237,1306.45,707744,2183.812132358551,0.02387959947809577,4.88611328125,0.3127543392777443,0.42280949879437685
1350016,37500,437.80272856118586,0.0,0.52425088,1332.35,717760,2206.690016269684,0.022262237439863383,4.825234375,0.30263937063515184,0.3905054572224617
1360000,37812,569.2588582491319,0.0,0.5248,1337.45,727744,2224.228610277176,0.019583802744746207,4.83349609375,0.28290227822959424,0.38337709750980137
1370016,38125,568.5898012404688,0.0,0.52535088,1354.05,737760,2241.8441214561462,0.022450877360533923,4.91900390625,0.3011807671934366,0.4023296703025699
1380000,38437,567.9304609805662,0.0,0.5259,1332.45,747744,2259.4237384796143,0.02401892883237451,5.02044921875,0.31190169125795364,0.4381041057407856
1390016,38750,566.5298081144313,0.0,0.5264508800000001,1354.15,757760,2277.1033024787903,0.023454157384112478,4.96703125,0.31094282045960425,inf
1400000,39062,569.1739179986162,0.0,0.527,1394.75,767744,2294.6445138454437,0.02295580380130559,5.04341796875,0.30768783688545226,0.3816458764672279
1410016,39375,569.6539238432761,0.0,0.52755088,1421.8,777760,2312.2271189689636,0.02553456646390259,5.027109375,0.32235514611005783,0.4941130030527711
1420000,39687,567.0114295182417,0.0,0.5281,1400.35,787744,2329.8352296352386,0.024231219061184674,4.9116796875,0.3176280817389488,0.4205143610388041
1430016,40000,565.6871605426188,0.0,0.52865088,1436.25,797760,2347.5411291122437,0.024271568823605774,5.0579296875,0.3217733945697546,0.44104467254132035
1440000,40142,2747.0526431622066,0.0,0.5292,nan,5440,2357.6089494228363,,,,
1450016,40142,3998.465423152451,0.0,0.52975088,nan,15456,2360.1139104366302,,,,
1460000,40142,4039.7242587499927,0.0,0.5303,600.0,25440,2362.5853662490845,,,,
1470016,40142,4020.452350870074,0.0,0.53085088,587.5,35456,2365.0766282081604,,,,
1480000,40142,4052.7653119263045,0.0,0.5314,765.0,45440,2367.54013133049,,,,
1490016,40312,684.427196730219,0.0,0.53195088,1042.5,55456,2382.1852672100067,0.02811443634221659,5.334443933823529,0.2700561265735065,0.6615847532363499
1500000,40624,566.0835750586,0.0,0.5325,1316.6666666666667,65440,2399.811238050461,0.024713462674990295,5.19248046875,0.29295883648097515,0.6216783749312162
1510016,40937,433.1993980684243,0.0,0.53305088,1433.7037037037037,75456,2422.9322304725647,0.02353515219409019,5.3341796875,0.30699154786765576,0.5784020847082139
1520000,41249,580.4722034087952,0.0,0.5336000000000001,1517.6666666666667,85440,2440.13202047348,0.02186463979771361,5.29052734375,0.2975949095189571,0.5668306454643607
1530016,41562,583.5110671836511,0.0,0.53415088,1575.3947368421052,95456,2457.2970762252808,0.021213831091299654,5.1355078125,0.2927542006969452,0.43423273831605913
1540000,41874,573.9487125900495,0.0,0.5347000000000001,1680.6818181818182,105440,2474.6923587322235,0.020471749496646225,5.05279296875,0.28706487134099007,0.45710368938744067
1550016,42187,584.8424393136238,0.0,0.53525088,1639.7916666666667,115456,2491.818338871002,0.019793780809268354,4.8918359375,0.2829658371210098,0.3759824278205633
1560000,42499,585.8926064753412,0.0,0.5358,1588.611111111111,125440,2508.859004497528,0.019249327711295335,4.92875,0.28194436214864255,0.39655416063964366
1570016,42812,576.3774107558339,0.0,0.53635088,1537.8688524590164,135456,2526.236507177353,0.02045150058111176,4.88810546875,0.29396927416324614,0.4558897074684501
1580000,43124,573.7873530652327,0.0,0.5369,1529.621212121212,145440,2543.6366815567017,0.02003985027316958,4.780234375,0.2835779895633459,0.3995113980397582
1590016,43437,579.5716714813989,0.0,0.53745088,1533.125,155456,2560.9184095859528,0.02099687525536865,4.71158203125,0.29190122447907924,0.4353626567311585
1600000,43749,582.1515313344939,0.0,0.538,1551.1538461538462,165440,2578.0685834884644,0.019290464690420776,4.729375,0.2838802687078714,0.3524037481099367
1610016,44062,581.8327375997528,0.0,0.5385508800000001,1577.764705882353,175456,2595.28315281868,0.020518116424791514,4.67794921875,0.29430657006800176,0.3814415941387415
1620000,44374,582.3209096881027,0.0,0.5391,1547.3033707865168,185440,2612.428338289261,0.02142929588910192,4.7039453125,0.3018810499459505,0.39631943698972466
1630016,44687,581.322170511193,0.0,0.53965088,1505.3157894736842,195456,2629.65802693367,0.02123609954258427,4.78740234375,0.3040937252342701,0.3795105693489313
1640000,44999,582.0536633900125,0.0,0.5402,1539.6,205440,2646.811084508896,0.021116865761578084,4.7625,0.30096785597503184,0.42518466264009475
1650016,45312,581.2549855859374,0.0,0.54075088,1528.65,215456,2664.0427646636963,0.01922936235321686,4.69083984375,0.2865414906293154,0.3640973134711385
1660000,45624,581.9131616992398,0.0,0.5413,1510.3,225440,2681.1999638080597,0.01864534231601283,4.5896484375,0.27540108717978,0.33697396494448184
1670016,45937,581.1809336696027,0.0,0.54185088,1529.55,235456,2698.433839559555,0.019730962296016515,4.70306640625,0.29324249021708965,0.4364345691911876
1680000,46249,581.5592036186607,0.0,0.5424,1506.35,245440,2715.6014811992645,0.01988254951313138,4.62138671875,0.2897228117287159,0.3528913932666182
1690016,46562,582.1532466083735,0.0,0.54295088,1465.45,255456,2732.8065729141235,0.019986014696769416,4.57912109375,0.2927268464118242,0.35413054440170527
1700000,46874,582.0328155800362,0.0,0.5435,1402.65,265440,2749.9602448940277,0.022013400765135884,4.69302734375,0.30524563692510126,0.41368130821734667
1710016,47187,582.0710861597801,0.0,0.54405088,1378.7,275456,2767.1677651405334,0.023381111270282418,4.82236328125,0.3165361586213112,0.4716340050473809
1720000,47499,574.6547175358695,0.0,0.5446,1389.6,285440,2784.5416762828827,0.02194993392098695,4.87875,0.31158320799469946,0.35229311268776653
1730016,47812,562.8615870649534,0.0,0.54515088,1422.25,295456,2802.3364596366882,0.022999171852134168,4.88267578125,0.3216176176071167,0.4759370343014598
1740000,48124,566.8994217429571,0.0,0.5457000000000001,1467.25,305440,2819.9480493068695,0.02253550017718226,4.9627734375,0.31810617581009865,0.4391294464468956
1750016,48437,561.8962335550802,0.0,0.54625088,1507.0,315456,2837.773404598236,0.0230230568558909,5.071796875,0.32081383749842646,inf
1760000,48749,286.12071494903597,0.0,0.5468,1552.95,325440,2872.6677672863007,0.024978650133125484,5.08177734375,0.32869307532906533,0.5444868806749582
1770016,49062,565.03315363657,0.0,0.54735088,1564.35,335456,2890.394160747528,0.021547732027247548,4.98201171875,0.3136907247453928,0.43004994582384826
1780000,49374,412.5883267775861,0.0,0.5479,1554.25,345440,2914.5926156044006,0.02389732575044036,5.03326171875,0.31895033657550814,0.43649465531110765
1790016,49687,364.9869610716417,0.0,0.5484508800000001,1545.55,355456,2942.034691810608,0.023824894530698658,5.00634765625,0.33034159153699877,0.4242565719038248
1800000,49999,377.8886509499165,0.0,0.549,1560.0,365440,2968.4551730155945,0.02356708958745003,4.90990234375,0.3226180858910084,0.4233831775188446
1810016,50312,375.13771473700564,0.0,0.54955088,1659.5,375456,2995.15470123291,0.023901264644227923,4.86748046875,0.3197042036056519,0.41761203430593014
1820000,50624,379.24648479155337,0.0,0.5501,1669.05,385440,3021.4805879592896,0.02199267001124099,4.767265625,0.3115100511908531,inf
1830016,50937,373.21907448500616,0.0,0.5506508800000001,1691.5,395456,3048.3173727989197,0.022031204444356262,4.68630859375,0.31156413480639455,0.48158121220767497
1840000,51249,380.76535267457683,0.0,0.5512,1708.85,405440,3074.5382459163666,0.02150484268553555,4.7816015625,0.3099160985648632,0.42203882496804
1850016,51562,379.3408205368415,0.0,0.55175088,1727.15,415456,3100.941942691803,0.02165347108617425,4.7439453125,0.30712065033614633,0.4435534765943885
1860000,51874,404.12539337897414,0.0,0.5523,1744.35,425440,3125.647145986557,0.02225247667171061,4.75380859375,0.31806203119456766,0.4636871656775475
1870016,52187,439.0090922107899,0.0,0.55285088,1740.05,435456,3148.462163209915,0.02345671156421304,4.86318359375,0.3276059299707413,0.4566584488004446
1880000,52499,444.90707403092284,0.0,0.5534,1747.35,445440,3170.902804374695,0.024571400543209165,4.88189453125,0.32937919691205025,0.4882735741138458
1890016,52812,445.5095864394022,0.0,0.55395088,1797.05,455456,3193.3849244117737,0.022380437427200375,4.90083984375,0.3163179010152817,0.4275643366016448
1900000,53124,442.4026447515077,0.0,0.5545,1860.5,465440,3215.9526014328003,0.023165174522437156,4.873515625,0.3215494859218597,0.4504307851567864
1910016,53437,444.74928027307953,0.0,0.55505088,1861.95,475456,3238.4731550216675,0.023085882663726808,4.78234375,0.31916560754179957,0.4782844407111406
1920000,53749,444.44393055073505,0.0,0.5556,1930.8,485440,3260.937180995941,0.021825753767043352,4.849375,0.3141954828798771,0.4391355089098215
1930016,54062,444.9108711335638,0.0,0.55615088,1951.2,495456,3283.450301170349,0.021903679831884803,4.8347265625,0.31769772425293924,0.40217465069144964
1940000,54374,422.7647750832879,0.0,0.5567,1969.4,505440,3307.0655245780945,0.021254602298140527,4.76103515625,0.310200856924057,0.40454012859612704
