step,updates,sps,eps,beta,score_avg100,buffer,time,loss,q_mean,td_abs,grad_norm
1950016,54687,431.5001918838912,0.0,0.55725088,1949.6,515456,3330.27756524086,0.020529011152684688,4.82490234375,0.3108645522594452,0.45133486568927766
1960000,54999,427.2574710034072,0.0,0.5578000000000001,1915.6,525440,3353.645208120346,0.02059549101628363,4.7566796875,0.307044705748558,0.4090500515699387
1970016,55312,440.59747515992393,0.0,0.55835088,1862.55,535456,3376.3779757022858,0.021016871177125723,4.76232421875,0.3110914817452431,0.4371788892522454
1980000,55624,444.7096728049255,0.0,0.5589000000000001,1877.6,545440,3398.8285779953003,0.020330521322321146,4.81095703125,0.3054878205060959,0.42538739178329704
1990016,55937,435.47915919296304,0.0,0.55945088,1869.0,555456,3421.828530550003,0.020722067209426313,4.90978515625,0.3067901752144098,0.4127594146504998
2000000,56249,433.6744063390883,0.0,0.56,1904.25,565440,3444.850410223007,0.021417333972640337,4.859765625,0.3083826883137226,0.3893014200404286
2010016,56562,253.24068786172194,0.0,0.56055088,1938.5,575456,3484.4173622131348,0.022185446708463133,4.9819140625,0.31722179174423215,0.36812891900539396
2020000,56874,418.7317671843546,0.0,0.5611,1927.9,585440,3508.245142698288,0.022853730474598707,5.0363671875,0.3238692469894886,0.3703831535205245
2030016,57187,422.9155177452145,0.0,0.56165088,1912.75,595456,3531.928359746933,0.022568663679994643,5.12052734375,0.3228053787350655,0.3386853335425258
2040000,57499,427.40262332314927,0.0,0.5622,1897.45,605440,3555.288066625595,0.023285668846219777,5.15060546875,0.32085139244794847,inf
2050016,57812,433.2347085628274,0.0,0.5627508800000001,1929.75,615456,3578.4071745872498,0.022943783989176153,5.1966796875,0.32308040067553523,0.40245228599756955
2060000,58124,432.39302223735217,0.0,0.5633,1926.15,625440,3601.4982788562775,0.020797331992071122,5.19345703125,0.3132886486500502,0.3771500160545111
2070016,58437,429.8084678966184,0.0,0.56385088,1930.6,635456,3624.800682067871,0.021392834025900812,5.2700390625,0.320845512598753,0.3595802461542189
2080000,58749,423.75657518717003,0.0,0.5644,1950.1,645440,3648.36137843132,0.021111991608049722,5.24380859375,0.3135216710716486,0.35252956207841635
2090016,59062,427.6065131783565,0.0,0.56495088,1987.05,655456,3671.7847821712494,0.022477770035620778,5.03861328125,0.3233984985947609,0.3711758711561561
2100000,59374,437.21725995755696,0.0,0.5655,1999.95,665440,3694.6201112270355,0.02324245621683076,5.1300390625,0.3291171459853649,0.4477004786208272
2110016,59687,437.0655089170775,0.0,0.56605088,1978.7,675456,3717.536584377289,0.022304767346940934,5.1678125,0.3195429810881615,inf
2120000,59999,436.6935740678924,0.0,0.5666,2010.9,685440,3740.3992977142334,0.020890538000967355,5.11220703125,0.31057466894388197,0.36757592525333166
2130016,60312,436.58449617148136,0.0,0.56715088,1939.9,695456,3763.3410193920135,0.020931949412915856,5.10505859375,0.31365606650710104,0.3540932260453701
2140000,60624,435.13087106171804,0.0,0.5677,1942.8,705440,3786.285840511322,0.02180500665679574,5.13068359375,0.3182355411350727,0.3731898069381714
2150016,60937,435.0141882776362,0.0,0.56825088,1971.65,715456,3809.310376882553,0.021119270455092192,5.2101953125,0.3195544578880072,0.397051055431366
2160000,61249,434.3832606033734,0.0,0.5688,1980.7,725440,3832.294687986374,0.02138439127942547,5.2229296875,0.31752455785870554,0.36316335301846264
2170016,61562,434.85374090429406,0.0,0.56935088,2003.05,735456,3855.3277196884155,0.02275021449662745,5.1934765625,0.32572237253189085,0.32762435875833035
2180000,61874,434.85314358186764,0.0,0.5699000000000001,2093.05,745440,3878.28719496727,0.021969497257377953,5.21728515625,0.3233382900059223,0.3590475049614906
2190016,62187,436.16799403956384,0.0,0.57045088,2145.4,755456,3901.2508239746094,0.022858330332674086,5.189140625,0.3301894311606884,inf
2200000,62499,428.3075413988773,0.0,0.5710000000000001,2150.0,765440,3924.5611770153046,0.02530096032191068,5.32900390625,0.3446292470395565,0.4010284128785133
2210016,62812,438.02595761195806,0.0,0.57155088,2170.25,775456,3947.427401781082,0.023113410733640195,5.34703125,0.33506201148033143,0.41498750567436216
2220000,63124,429.4290691962975,0.0,0.5721,2147.6,785440,3970.6768758296967,0.023748015076853334,5.3997265625,0.3353618855774403,0.39292935878038404
2230016,63437,427.22383111780783,0.0,0.57265088,2148.4,795456,3994.121260881424,0.02407631790963933,5.47703125,0.3385189585387707,0.36000331860035656
2240000,63749,317.45838511422477,0.0,0.5732,2173.45,805440,4025.571052312851,0.024004695222247394,5.54337890625,0.33869298830628397,0.409379106387496
2250016,64062,426.3413264995557,0.0,0.57375088,2173.45,815456,4049.063966035843,0.022802298460155725,5.60126953125,0.3281023927032948,0.3516518130339682
2260000,64374,234.5987096422301,0.0,0.5743,2201.9,825440,4091.6217448711395,0.023800798675511034,5.612578125,0.3348188395798206,0.42289610255509613
2270016,64687,438.77508034589766,0.0,0.5748508800000001,2225.85,835456,4114.448930025101,0.02375621013576165,5.575078125,0.3370117488503456,0.41783310744911434
2280000,64999,435.1085363695112,0.0,0.5754,2225.85,845440,4137.39492893219,0.025438693962059916,5.5216796875,0.3480728806555271,0.44801170371472837
2290016,65312,441.8558272772865,0.0,0.57595088,2263.35,855456,4160.06295633316,0.024831546684727073,5.50328125,0.346476037055254,0.4126912786066532
2300000,65624,437.63046661322693,0.0,0.5765,2348.3,865440,4182.876724481583,0.023138803825713695,5.4359375,0.3363575980067253,0.3805955018475652
2310016,65937,432.3929545250308,0.0,0.57705088,2412.9,875456,4206.0408391952515,0.022110022264532746,5.311640625,0.3289789244532585,0.4328076760470867
2320000,66249,311.3305884709445,0.0,0.5776,2464.75,885440,4238.109644412994,0.021059742462821305,5.221171875,0.31775069668889044,0.34757214032113554
2330016,66562,428.0931094016546,0.0,0.57815088,2442.9,895456,4261.506423711777,0.020706423735246064,5.24365234375,0.3156649674475193,0.3635183350369334
2340000,66874,425.832365662028,0.0,0.5787,2428.15,905440,4284.952269554138,0.02089253815356642,5.2303125,0.3163007751107216,0.384027365334332
2350016,67187,425.79638758503353,0.0,0.57925088,2474.9,915456,4308.4752497673035,0.021383602172136307,5.254453125,0.3205086947232485,0.3832451808452606
2360000,67499,430.08356649592156,0.0,0.5798,2459.15,925440,4331.6893429756165,0.01982773161493242,5.28001953125,0.3180823535472155,0.34679957553744317
2370016,67812,433.56908527351027,0.0,0.58035088,2470.75,935456,4354.790621042252,0.02312523018103093,5.4440234375,0.33284083113074303,inf
2380000,68124,428.24209446112076,0.0,0.5809,2470.75,945440,4378.104536533356,0.023594936700537802,5.55123046875,0.3412403851747513,0.4189931650459766
2390016,68437,429.61194575909167,0.0,0.58145088,2569.85,955456,4401.41859960556,0.022563338028267026,5.56876953125,0.3379385958611965,0.37264045828953385
2400000,68749,431.45480425704284,0.0,0.5820000000000001,2644.1,965440,4424.574612379074,0.02483817499363795,5.67279296875,0.3543426063656807,0.43334030695259573
2410016,69062,435.546801401139,0.0,0.58255088,2737.9,975456,4447.55529499054,0.024619917748495937,5.69298828125,0.3462766402959824,0.41334728758782147
2420000,69374,442.21935784735257,0.0,0.5831,2745.8,985440,4470.1323256492615,0.023860931228846312,5.75015625,0.34367585852742194,0.4135154873877764
2430016,69687,441.7668806429512,0.0,0.58365088,2760.8,995456,4492.804917097092,0.02429961462970823,5.74927734375,0.34659243255853656,0.4395428828522563
2440000,69999,429.0377911750707,0.0,0.5842,2801.55,1005440,4516.075594425201,0.02280258821323514,5.69685546875,0.33758782386779784,inf
2450016,70312,426.91008982213367,0.0,0.5847508800000001,2808.8,1015456,4539.537209033966,0.021810524521861226,5.524140625,0.3263821165263653,0.355314360447228
2460000,70624,426.5249487356421,0.0,0.5853,2817.05,1025440,4562.944983959198,0.021508734300732614,5.5347265625,0.33076884686946867,0.3848135197907686
2470016,70937,424.4315177626386,0.0,0.58585088,2823.15,1035456,4586.543608427048,0.02176643188111484,5.60734375,0.3288633117079735,0.33897996187210083
2480000,71249,428.55828804498276,0.0,0.5864,2815.35,1045440,4609.840322732925,0.022623501825146376,5.67998046875,0.3339667908847332,0.43212057948112487
2490016,71562,428.71611890765274,0.0,0.5869508800000001,2899.3,1055456,4633.203101873398,0.0228138804808259,5.71181640625,0.34110390573740007,0.41959866479039193
2500000,71874,427.31612446005664,0.0,0.5875,2903.15,1065440,4656.567537307739,0.022429654845036565,5.71015625,0.3383043938875198,0.35827498517930506
2510016,72187,250.87979376452157,0.0,0.58805088,2895.15,1075456,4696.491039514542,0.02377695213537663,5.74466796875,0.34374916583299636,0.40805460199713706
2520000,72499,432.5319728116706,0.0,0.5886,2941.25,1085440,4719.573726177216,0.021209138748236,5.6648046875,0.3300398038327694,0.3614144079387188
2530016,72812,428.84645259747066,0.0,0.58915088,3038.45,1095456,4742.929404973984,0.02222822436131537,5.61400390625,0.3306027963757515,inf
2540000,73124,434.5033355054731,0.0,0.5897,3025.8,1105440,4765.907364368439,0.020844265050254763,5.49287109375,0.3199256953597069,0.3833657013997436
2550016,73437,433.4301863648278,0.0,0.59025088,3022.7,1115456,4789.0160455703735,0.021175329035613685,5.48939453125,0.3220601788163185,0.36085543325170877
2560000,73749,434.625204485963,0.0,0.5908,3054.35,1125440,4811.987561941147,0.022319788853637876,5.49716796875,0.3302176911383867,0.3883246709778905
2570016,74062,433.25350534980066,0.0,0.59135088,3056.9,1135456,4835.105666875839,0.021504530301317572,5.41560546875,0.3267766647040844,0.37044694386422633
2580000,74374,434.1875763919853,0.0,0.5919000000000001,3071.75,1145440,4858.100336790085,0.02027156963944435,5.4071484375,0.32234435006976125,0.3576436223834753
2590016,74687,446.5284060892866,0.0,0.59245088,3054.7,1155456,4880.531160593033,0.02293730463832617,5.442734375,0.33162265047430994,inf
2600000,74999,436.3830692677875,0.0,0.593,3167.45,1165440,4903.410141706467,0.022673350139521063,5.45919921875,0.33134227350354195,0.3934654242545366
2610016,75312,436.7958069081991,0.0,0.59355088,3176.3,1175456,4926.340764760971,0.021764089905191214,5.5535546875,0.3279457439482212,0.33824892099946735
2620000,75624,445.4539026574609,0.0,0.5941000000000001,3160.5,1185440,4948.753858327866,0.02156427760841325,5.57783203125,0.32829316824674604,0.3617894637957215
2630016,75937,443.93056253168317,0.0,0.59465088,3186.1,1195456,4971.315945386887,0.022480118023231625,5.58771484375,0.3326470045745373,0.34715853046625855
2640000,76249,354.06076760121863,0.0,0.5952000000000001,3182.3,1205440,4999.5144946575165,0.022122279370669275,5.55990234375,0.33245016396045685,0.4006042036041617
2650016,76562,443.59218329776496,0.0,0.59575088,3199.1,1215456,5022.093792438507,0.021091408233623953,5.49509765625,0.33049424812197686,0.37444461474195123
2660000,76874,441.0183080190416,0.0,0.5963,3221.05,1225440,5044.732308387756,0.02135154529940337,5.63439453125,0.3283780045807362,inf
2670016,77187,431.2084436164779,0.0,0.5968508800000001,3212.95,1235456,5067.975344657898,0.022035041367635132,5.68654296875,0.3359685944020748,0.3842719915509224
2680000,77499,398.4015347598585,0.0,0.5974,3304.0,1245440,5093.020198345184,0.020653646180871874,5.7086328125,0.32903520449995993,0.39456979181617496
2690016,77812,441.36359270498434,0.0,0.59795088,3341.35,1255456,5115.71350646019,0.021481070935260506,5.7795703125,0.33752826884388926,0.3833347816951573
2700000,78124,431.99683485149376,0.0,0.5985,3311.5,1265440,5138.824786901474,0.022588202047627418,5.79671875,0.33823712065815925,0.413430953361094
2710016,78437,430.8465915176196,0.0,0.5990508800000001,3283.05,1275456,5162.072040557861,0.02177481013350189,5.87724609375,0.33912526205182075,0.3990644543617964
2720000,78749,431.1713682383446,0.0,0.5996,3295.6,1285440,5185.227566957474,0.02230296784080565,5.910078125,0.3448605890572071,0.42384587693959475
2730016,79062,433.18957076654516,0.0,0.60015088,3318.25,1295456,5208.349083900452,0.02231531925033778,5.96771484375,0.34656712025403974,inf
2740000,79374,434.23335145130625,0.0,0.6007,3325.05,1305440,5231.3413298130035,0.021920846588909627,5.96271484375,0.3383143255114555,0.3852791916579008
2750016,79687,433.22493326982965,0.0,0.60125088,3326.35,1315456,5254.460959434509,0.02353657261352055,5.945546875,0.35000296890735627,0.4100345266610384
2760000,79999,177.22229986161477,0.0,0.6018,3295.95,1325440,5310.796984910965,0.023197882752865554,6.07126953125,0.34998715177178386,0.4011662505194545
2770016,80312,443.05517133144315,0.0,0.60235088,3300.85,1335456,5333.4036502838135,0.02248299641534686,5.9894140625,0.3370229880511761,0.3606888813152909
2780000,80624,400.2012815827767,0.0,0.6029,3356.75,1345440,5358.351096630096,0.02222108650486916,5.93140625,0.3375487433373928,0.37845235846936703
2790016,80937,428.2386481839209,0.0,0.60345088,3405.25,1355456,5381.739924430847,0.023243571841157974,5.93587890625,0.3436589689552784,0.4795308275893331
2800000,81249,424.81494215670836,0.0,0.6040000000000001,3372.65,1365440,5405.241922616959,0.02196864305762574,6.01787109375,0.33749448716640473,inf
2810016,81562,420.84306040517055,0.0,0.60455088,3369.15,1375456,5429.041768550873,0.022727522265631704,6.08486328125,0.34210089057683946,0.40794848453253507
2820000,81874,426.9364072913958,0.0,0.6051,3335.4,1385440,5452.42698431015,0.022114926693029703,6.0490625,0.3382889698445797,0.4412270621955395
2830016,82187,431.7261025033962,0.0,0.60565088,3324.0,1395456,5475.626878738403,0.02153340941760689,6.133125,0.3323397658765316,0.3719406329840422
2840000,82499,440.153417157422,0.0,0.6062000000000001,3357.45,1405440,5498.309878826141,0.023204568377695977,6.01271484375,0.34178767547011374,0.38139640115201473
2850016,82812,445.0063914915503,0.0,0.6067508800000001,3316.4,1415456,5520.833261489868,0.021524944929406046,6.08791015625,0.33930871829390524,0.390275338627398
2860000,83124,436.95554278902745,0.0,0.6073,3318.0,1425440,5543.6664271354675,0.022899063443765043,6.148671875,0.3479498678445816,inf
2870016,83437,441.0346792706604,0.0,0.60785088,3356.25,1435456,5566.376659393311,0.021255316857714205,6.2026953125,0.3377510505914688,0.4209871827438474
2880000,83749,439.78615133228504,0.0,0.6084,3380.65,1445440,5589.078602075577,0.022553630450274795,6.1659375,0.3481073060631752,0.34991709075868127
2890016,84062,443.41517669773583,0.0,0.6089508800000001,3211.35,1455456,5611.66691327095,0.02267078713979572,6.2285546875,0.34973792180418967,0.4570443921908736
2900000,84374,443.1403529479665,0.0,0.6095,3209.3,1465440,5634.197021245956,0.0226748962351121,6.307890625,0.34698396652936936,0.36206404957920313
2910016,84687,437.2673953507868,0.0,0.6100508800000001,3260.05,1475456,5657.102913856506,0.023406448871828616,6.333046875,0.35071397066116333,0.37559081468731165
2920000,84999,428.6422016956903,0.0,0.6106,3312.7,1485440,5680.395067453384,0.023454690435901284,6.4184375,0.3608256259560585,0.41819990761578085
2930016,85312,436.77948069879767,0.0,0.6111508800000001,3261.5,1495456,5703.326547622681,0.02268115106737241,6.39033203125,0.3503480477631092,inf
2940000,85624,433.5108264320462,0.0,0.6117,3327.75,1505440,5726.357114315033,0.023324950949754567,6.2623046875,0.35486703768372535,0.4128170720860362
2950016,85937,423.9671019649277,0.0,0.6122508799999999,3339.55,1515456,5749.981588840485,0.023093670781236142,6.2333203125,0.34883661538362504,0.39419180497527123
2960000,86249,424.17647763946314,0.0,0.6128,3322.35,1525440,5773.518961906433,0.023293015828821807,6.2832421875,0.35440221533179284,0.38117409534752367
2970016,86562,427.12928163179276,0.0,0.61335088,3314.35,1535456,5796.968536615372,0.022592436275444924,6.2825,0.34726513668894765,0.38206371262669564
2980000,86874,426.177514869499,0.0,0.6139,3312.15,1545440,5820.395394325256,0.022502480829134582,6.2681640625,0.35019627690315247,0.39070064209401606
2990016,87187,423.73653368100923,0.0,0.61445088,3308.45,1555456,5844.032723665237,0.022912821599747987,6.2798828125,0.3506537526845932,0.4128900417685509
3000000,87499,424.8511802083063,0.0,0.615,3282.3,1565440,5867.532717227936,0.02172329560853541,6.240390625,0.3487175460159779,inf
3010016,87812,243.665787125808,0.0,0.61555088,3361.35,1575456,5908.638200759888,0.021640046583488583,6.25349609375,0.342307098954916,0.34524674650281667
3020000,88124,386.6937206445392,0.0,0.6161,3354.9,1585440,5934.457083940506,0.023110741344280542,6.27283203125,0.35194417655467986,0.3942627518624067
3030016,88437,425.57467688704116,0.0,0.61665088,3319.35,1595456,5957.992318868637,0.022725311687681823,6.2468359375,0.35199614346027375,0.43289012745022776
3040000,88749,431.7419026248231,0.0,0.6172,3427.05,1605440,5981.117245912552,0.022931773927994073,6.25283203125,0.35406517431139944,0.39127172358334067
3050016,89062,440.55074398805044,0.0,0.61775088,3402.1,1615456,6003.852424860001,0.024072532285936178,6.26708984375,0.35955409064888955,0.39476386599242685
3060000,89374,433.7774231718281,0.0,0.6183000000000001,3402.1,1625440,6026.868837118149,0.02353800993412733,6.35953125,0.35498317793011663,0.38761241868138313
3070016,89687,426.52668664766037,0.0,0.61885088,3426.75,1635456,6050.3515412807465,0.022598975845612587,6.34373046875,0.35160849869251254,0.4206019039824605
3080000,89999,435.04761591311967,0.0,0.6194000000000001,3402.65,1645440,6073.300753355026,0.021148534086532892,6.2389453125,0.3408751231431961,0.35812573600560427
3090016,90312,445.4516049349204,0.0,0.61995088,3422.1,1655456,6095.785799741745,0.02292910954216495,6.39646484375,0.34980459526181223,0.3816070663556457
3100000,90624,442.2535864648213,0.0,0.6205,3401.3,1665440,6118.361083030701,0.024346435582265256,6.3551171875,0.3664642061293125,0.4669779431819916
3110016,90937,441.2342670791322,0.0,0.6210508800000001,3364.5,1675456,6141.061042547226,0.022506328716408463,6.3553125,0.3494426843523979,0.4098391553014517
3120000,91249,446.14495579859204,0.0,0.6216,3424.0,1685440,6163.43941950798,0.022636030584108083,6.416328125,0.3520384095609188,0.4423535436484963
3130016,91562,169.992363457001,0.0,0.62215088,3490.35,1695456,6222.359713315964,0.022390535490121693,6.4953515625,0.3516985508799553,inf
3140000,91874,442.318779804031,0.0,0.6227,3479.6,1705440,6244.9316692352295,0.023639937406405808,6.47751953125,0.35986309230327607,0.4488443684577942
3150016,92187,443.3005033664127,0.0,0.6232508800000001,3601.05,1715456,6267.52582359314,0.021931088420096785,6.57169921875,0.34858031779527665,0.4224436647072434
3160000,92499,439.4415072494903,0.0,0.6238,3620.45,1725440,6290.245570898056,0.02271774326218292,6.60591796875,0.353428001999855,0.38518158067017794
3170016,92812,440.15581045572856,0.0,0.62435088,3698.2,1735456,6313.001149177551,0.021686127176508307,6.55498046875,0.3531350050866604,0.4031694658845663
3180000,93124,446.28770724620733,0.0,0.6249,3718.05,1745440,6335.372368097305,0.021897110748104753,6.52544921875,0.3506081041693687,0.3873460600152612
3190016,93437,434.36413022349706,0.0,0.62545088,3718.05,1755456,6358.431362390518,0.0217974293907173,6.448203125,0.346815045773983,0.41823227029293775
3200000,93749,432.22456755848515,0.0,0.626,3711.65,1765440,6381.530465841293,0.021791353081353007,6.54705078125,0.34647629156708715,0.35883959038183094
3210016,94062,416.036681292402,0.0,0.62655088,3691.0,1775456,6405.605266094208,0.02256047409027815,6.5221875,0.3501976552605629,0.4007558861747384
3220000,94374,414.89865037535185,0.0,0.6271,3652.6,1785440,6429.668974161148,0.021292897216044368,6.42873046875,0.35120276242494586,0.4414814878255129
3230016,94687,415.09235746536314,0.0,0.62765088,3659.95,1795456,6453.798543930054,0.02089649989036843,6.36052734375,0.3435895888507366,0.34715785056352616
3240000,94999,422.6251310537698,0.0,0.6282000000000001,3659.95,1805440,6477.4223165512085,0.021419765416067094,6.44646484375,0.3488308152556419,0.4083333956822753
3250016,95312,425.28242372180307,0.0,0.62875088,3724.65,1815456,6500.9737248420715,0.020543698340188713,6.42771484375,0.3422614389657974,0.38406282015144827
3260000,95624,192.42528244634786,0.0,0.6293,3806.05,1825440,6552.858798742294,0.021402580053545534,6.51861328125,0.3481712366640568,inf
3270016,95937,427.0304158425954,0.0,0.62985088,3913.75,1835456,6576.313802480698,0.021283538757124916,6.52416015625,0.3478742170333862,0.35229210460558535
3280000,96249,438.30703822763564,0.0,0.6304000000000001,3955.05,1845440,6599.092355251312,0.021116869188845158,6.535546875,0.344648500084877,0.42868453927338124
3290016,96562,444.72162937212823,0.0,0.63095088,4157.9,1855456,6621.6143090724945,0.021557759779971094,6.68162109375,0.35114100366830825,0.39146018628031015
3300000,96874,434.6533815327872,0.0,0.6315000000000001,4124.05,1865440,6644.584336280823,0.022700246744789182,6.638515625,0.3587347768247128,0.4196162026748061
3310016,97187,435.7804283124493,0.0,0.63205088,4151.6,1875456,6667.568388223648,0.021724880700930954,6.59328125,0.34820337101817134,0.40604749996215106
3320000,97499,435.4196379882569,0.0,0.6326,4151.6,1885440,6690.497992515564,0.02024687364231795,6.61642578125,0.34003409937024115,0.33186597675085067
3330016,97812,435.58648359090046,0.0,0.6331508800000001,4244.9,1895456,6713.49227809906,0.02121632471913472,6.64994140625,0.35194545924663545,inf
3340000,98124,435.9028654092208,0.0,0.6337,4358.0,1905440,6736.396463394165,0.022649108432233334,6.721328125,0.35477896586060526,0.45088014073669913
3350016,98437,435.15402781066683,0.0,0.6342508800000001,4358.2,1915456,6759.413600683212,0.022828096272423864,6.78951171875,0.3620811149477959,0.3930459664389491
3360000,98749,435.991296193448,0.0,0.6348,4358.2,1925440,6782.3131403923035,0.022933451207354665,6.80875,0.3670650079846382,0.39433353502303364
3370016,99062,435.6372360276877,0.0,0.6353508800000001,4335.9,1935456,6805.304747104645,0.02387168433284387,6.7942578125,0.36981961473822594,0.39754286032170055
3380000,99374,434.3699776122134,0.0,0.6359,4494.8,1945440,6828.289761066437,0.023911758679896592,6.87001953125,0.36472913160920145,0.4194089736789465
3390016,99687,434.6908570391892,0.0,0.63645088,4485.95,1955456,6851.331423521042,0.023723472664132713,6.82888671875,0.3730812644958496,0.4257420229911804
3400000,99999,433.6689720462627,0.0,0.637,4635.3,1965440,6874.353591680527,0.02357841556891799,6.895078125,0.3682204630970955,0.40380337115377185
3410016,100312,435.00967475277514,0.0,0.63755088,4650.5,1975456,6897.378366947174,0.021962065461557358,6.9934765625,0.3655033062398434,inf
3420000,100624,434.0607605213937,0.0,0.6381,4713.75,1985440,6920.379755020142,0.02342199327191338,7.02857421875,0.36682033658027646,0.4664561176672578
3430016,100937,434.09127817098783,0.0,0.63865088,4687.4,1995456,6943.453243255615,0.021799221120309086,7.02107421875,0.3544696934521198,0.45842626752331855
3440000,101249,434.9885560405655,0.0,0.6392,4730.25,2000000,6966.405571222305,0.02160079705528915,7.113203125,0.35541139990091325,0.43228604782372715
3450016,101562,435.29268987112835,0.0,0.63975088,4690.8,2000000,6989.415376424789,0.021808268707245587,7.24873046875,0.35699679106473925,0.4067468804121017
3460000,101874,436.33887218698976,0.0,0.6403,4720.75,2000000,7012.296674966812,0.02066899254685268,7.1145703125,0.3464484603703022,0.4200526319071651
3470016,102187,436.28957710905433,0.0,0.64085088,4786.75,2000000,7035.25390458107,0.020968589417170735,6.99615234375,0.3433950360119343,0.3852212579548359
3480000,102499,435.0407958005882,0.0,0.6414,4786.75,2000000,7058.203476428986,0.020513666872866453,6.95220703125,0.34034482046961784,inf
3490016,102812,434.70844891628843,0.0,0.64195088,4849.05,2000000,7081.244206428528,0.020767651915084572,6.9546875,0.34843816608190536,0.4139098368212581
3500000,103124,434.83137921428033,0.0,0.6425000000000001,4878.7,2000000,7104.2048308849335,0.021951701301150026,6.9951171875,0.3564552292227745,0.3902270306646824
3510016,103437,172.3298728952935,0.0,0.6430508800000001,4900.3,2000000,7162.325920581818,0.023728487964253874,6.95580078125,0.3659067241847515,0.4089337543025613
3520000,103749,435.9065997893767,0.0,0.6436,4909.75,2000000,7185.229909658432,0.021930193642619996,6.90990234375,0.3541465547680855,0.41345870595425366
3530016,104062,436.63502309760946,0.0,0.64415088,4929.4,2000000,7208.168976545334,0.024050977397710085,7.00421875,0.3711638693511486,0.4802315564453602
3540000,104374,440.8523444569601,0.0,0.6447,4925.5,2000000,7230.816015005112,0.022234511110000313,7.03033203125,0.36099267601966856,inf
3550016,104687,446.197297421967,0.0,0.64525088,5023.05,2000000,7253.26348400116,0.02173709705006331,6.96078125,0.35686717376112936,0.43741385493427515
3560000,104999,446.31084288268977,0.0,0.6458,4979.8,2000000,7275.633543252945,0.021483027783688158,6.9883203125,0.35748075067996976,0.37201478630304335
3570016,105312,444.9066776231299,0.0,0.64635088,5030.3,2000000,7298.146129608154,0.022859590672887863,6.95701171875,0.363925666064024,0.43390460554510357
3580000,105624,445.8399652279176,0.0,0.6469,4935.15,2000000,7320.539815187454,0.022773353955708443,6.9648828125,0.36576507449150086,0.36550471229478715
3590016,105937,444.29257043291966,0.0,0.6474508800000001,4946.9,2000000,7343.083518743515,0.022952030652668327,6.982109375,0.3715361067652702,0.36619145147502424
3600000,106249,446.12085354535463,0.0,0.648,4918.8,2000000,7365.463104724884,0.024405232178978623,7.02154296875,0.37630942806601525,0.47925497783347965
3610016,106562,444.94314967435224,0.0,0.64855088,4990.9,2000000,7387.973845720291,0.024293561996892095,6.9571484375,0.38277882859110834,inf
3620000,106874,446.02803358329487,0.0,0.6491,5056.2,2000000,7410.358088970184,0.02279150698101148,6.91783203125,0.36397464498877524,0.3779405812174082
3630016,107187,445.6765198560439,0.0,0.64965088,5136.3,2000000,7432.831788063049,0.02365577419754118,6.9825,0.37253321826457975,0.3784203153476119
3640000,107499,445.5539786032234,0.0,0.6502,5420.95,2000000,7455.239847421646,0.021991465762257575,6.94716796875,0.36208766952157023,0.389478772059083
3650016,107812,445.02977355162363,0.0,0.65075088,5661.2,2000000,7477.7462067604065,0.022711938973516227,6.89298828125,0.363084469139576,0.4062949289381504
3660000,108124,446.7442704147644,0.0,0.6513,5669.35,2000000,7500.094562768936,0.022132482901215552,6.96869140625,0.36657369032502174,0.3760794400051236
3670016,108437,445.2492226157357,0.0,0.65185088,5756.35,2000000,7522.589829444885,0.022545179459266363,7.0294921875,0.3666915522515774,0.41147838696837424
3680000,108749,446.0181285429428,0.0,0.6524000000000001,5760.6,2000000,7544.974569797516,0.02452970219310373,7.0088671875,0.3815633043646812,0.38843520436435935
3690016,109062,445.4999107836832,0.0,0.65295088,5617.2,2000000,7567.457178115845,0.02339226630050689,7.118046875,0.37757387101650236,0.4108805904723704
3700000,109374,446.30449271073877,0.0,0.6535,5686.3,2000000,7589.827555656433,0.024704313296824695,7.05099609375,0.38573198035359385,0.4258222123235464
3710016,109687,446.33373635324295,0.0,0.65405088,5718.65,2000000,7612.268162727356,0.023517311827745288,6.98068359375,0.3727569170296192,0.3641367269307375
3720000,109999,446.7621340751415,0.0,0.6546000000000001,5552.2,2000000,7634.615625143051,0.022952215713448822,6.98138671875,0.37367175340652464,0.4102608875930309
3730016,110312,445.25706577057366,0.0,0.65515088,5552.2,2000000,7657.110495567322,0.023818530321586876,6.99146484375,0.3765722417831421,0.43334018664434554
3740000,110624,445.3187778920876,0.0,0.6557000000000001,5606.8,2000000,7679.530390024185,0.02146040978608653,7.02318359375,0.3648340153694153,0.3690624426677823
3750016,110937,445.1286983616249,0.0,0.65625088,5615.9,2000000,7702.031747579575,0.02219565866747871,7.0627734375,0.3667437447607517,0.3747942569479346
3760000,111249,191.59506418166112,0.0,0.6568,5576.65,2000000,7754.141649484634,0.022974857019726187,7.0791015625,0.36621892705559733,inf
3770016,111562,444.5643770165582,0.0,0.6573508800000001,5511.7,2000000,7776.671569824219,0.021910284438636154,7.052109375,0.35688665241003037,0.43212458411231636
3780000,111874,445.9931564923609,0.0,0.6579,5425.9,2000000,7799.05756354332,0.022104520653374492,7.07970703125,0.36036900356411933,0.40990408036857845
3790016,112187,445.0594949420031,0.0,0.65845088,5419.75,2000000,7821.562419891357,0.02041064512450248,7.1809375,0.35469778925180434,0.41093728894367815
3800000,112499,444.880231725656,0.0,0.659,5417.2,2000000,7844.004415035248,0.021553700633812695,7.1270703125,0.3566684859991074,0.437161559574306
