step,episode,score,length,time
34784,53,185.0,476,2.8181750774383545
36064,54,120.0,466,2.905399799346924
36832,55,90.0,434,2.960325241088867
36928,56,280.0,687,2.9703991413116455
37472,57,185.0,702,3.0113329887390137
37888,58,515.0,784,3.0428295135498047
37920,59,180.0,463,3.049251079559326
38432,60,485.0,801,3.087709426879883
38560,61,15.0,365,3.0999319553375244
39616,62,135.0,468,3.1752214431762695
40576,63,350.0,769,3.2572216987609863
40768,64,155.0,549,3.27561354637146
41312,65,80.0,380,3.3154969215393066
41408,66,150.0,715,3.337665557861328
42368,67,75.0,304,3.4243786334991455
42592,68,65.0,295,3.4417762756347656
43296,69,135.0,549,3.492006301879883
43904,70,185.0,654,3.534065008163452
44448,71,80.0,407,3.57462215423584
44480,72,180.0,488,3.580132007598877
44768,73,265.0,894,3.6022183895111084
45952,74,260.0,635,3.683335065841675
46592,75,95.0,380,3.729365587234497
47104,76,180.0,546,3.767320394515991
47840,77,155.0,523,3.8197314739227295
49632,78,180.0,506,3.941922426223755
50208,79,110.0,387,3.984649896621704
50304,80,60.0,369,3.9949634075164795
51424,81,100.0,455,4.072729587554932
53440,82,35.0,282,4.206248760223389
54144,83,210.0,567,4.257006406784058
54176,84,160.0,699,4.263603448867798
54304,85,80.0,310,4.2746710777282715
54464,86,95.0,436,4.2897255420684814
55296,87,690.0,848,4.346943140029907
55872,88,115.0,577,4.389681100845337
56032,89,310.0,893,4.405470848083496
56256,90,410.0,868,4.4245030879974365
56512,91,115.0,477,4.444097995758057
57088,92,210.0,512,4.485130548477173
57536,93,230.0,713,4.519539833068848
57984,94,285.0,1025,4.5531885623931885
58560,95,250.0,828,4.594974994659424
59584,96,140.0,492,4.668841600418091
59936,97,120.0,581,4.697628736495972
60224,98,155.0,531,4.720876455307007
60704,99,210.0,661,4.756880283355713
60928,100,400.0,721,4.776566505432129
61312,101,240.0,594,4.825218677520752
61952,102,130.0,502,4.871582746505737
62720,103,215.0,631,4.924584865570068
63584,104,155.0,590,4.986464262008667
63616,105,155.0,518,4.9925456047058105
64768,106,105.0,268,5.073983192443848
64832,107,135.0,477,5.082054853439331
65376,108,65.0,375,5.121171712875366
65888,109,35.0,277,5.158455848693848
66496,110,50.0,383,5.201919317245483
66944,111,105.0,392,5.236790418624878
66944,112,100.0,296,5.236790418624878
67360,113,180.0,538,5.26736307144165
67840,114,335.0,921,5.303433418273926
67872,115,560.0,972,5.310521602630615
69632,116,105.0,366,5.428020477294922
69856,117,185.0,729,5.447760581970215
70592,118,155.0,515,5.501804828643799
70784,119,80.0,522,5.51870322227478
70784,120,425.0,642,5.51870322227478
70912,121,100.0,321,5.531711101531982
71200,122,10.0,267,5.555500745773315
73344,123,55.0,421,5.700506687164307
73984,124,125.0,484,5.746743202209473
74432,125,235.0,582,5.780170202255249
75456,126,290.0,753,5.850926637649536
76736,127,270.0,649,5.938175439834595
77088,128,125.0,549,5.9682886600494385
77376,129,60.0,361,5.992858409881592
77632,130,240.0,662,6.014643907546997
77696,131,215.0,702,6.022544860839844
78720,132,65.0,357,6.097286939620972
79136,133,185.0,451,6.12760329246521
79616,134,85.0,503,6.162078142166138
79872,135,110.0,406,6.1832802295684814
80160,136,35.0,295,6.214234113693237
80192,137,35.0,416,6.220238447189331
80672,138,85.0,403,6.256167888641357
80864,139,180.0,503,6.2729172706604
81120,140,180.0,621,6.312280893325806
81440,141,495.0,1052,6.337948560714722
84000,142,360.0,689,6.509113550186157
84576,143,35.0,462,6.550356388092041
84928,144,155.0,480,6.578535795211792
85568,145,210.0,598,6.623183012008667
86016,146,65.0,332,6.655342102050781
86208,147,135.0,480,6.672307729721069
86304,148,80.0,373,6.683358430862427
86656,149,400.0,806,6.7106544971466064
87104,150,210.0,681,6.74456000328064
87136,151,65.0,327,6.750567674636841
87232,152,120.0,516,6.761812448501587
87296,153,155.0,524,6.769257068634033
87904,154,75.0,437,6.813448429107666
88192,155,210.0,533,6.838167905807495
89248,156,435.0,803,6.911278247833252
89632,157,35.0,307,6.940343379974365
90496,158,105.0,325,7.004772424697876
90688,159,35.0,376,7.022205829620361
92672,160,70.0,606,7.157719373703003
93312,161,210.0,797,7.204905271530151
93760,162,50.0,397,7.257298469543457
93888,163,90.0,518,7.27088475227356
94240,164,75.0,293,7.296793460845947
94464,165,45.0,526,7.316267728805542
94464,166,135.0,528,7.316267728805542
95264,167,75.0,452,7.375276565551758
96000,168,120.0,359,7.436387300491333
96256,169,435.0,1128,7.463239431381226
96256,170,105.0,287,7.463239431381226
96384,171,155.0,605,7.476011514663696
97312,172,115.0,537,7.546785116195679
97760,173,40.0,331,7.583185434341431
98144,174,150.0,372,7.614933729171753
99648,175,140.0,595,7.726943492889404
99872,176,70.0,401,7.746253728866577
99936,177,50.0,417,7.754783391952515
100128,178,180.0,506,13.18511700630188
100160,179,90.0,376,13.257802963256836
101472,180,65.0,372,15.761353492736816
101536,181,210.0,630,15.877943754196167
102112,182,90.0,404,16.951631784439087
102368,183,345.0,527,17.42001986503601
102528,184,210.0,718,17.7226824760437
102528,185,140.0,512,17.7226824760437
103648,186,50.0,289,19.75756597518921
105888,187,120.0,477,23.906116485595703
106304,188,175.0,596,24.680185794830322
106880,189,135.0,869,25.736489295959473
107264,190,210.0,607,26.429182767868042
108160,191,155.0,694,28.062267541885376
108192,192,110.0,487,28.12048029899597
108576,193,210.0,567,28.818140506744385
108768,194,85.0,389,29.16724443435669
109920,195,110.0,492,31.33619737625122
110176,196,150.0,511,31.81992244720459
111968,197,130.0,571,35.13736629486084
114240,198,195.0,505,39.30938935279846
114752,199,25.0,397,40.26278281211853
114784,200,180.0,548,40.32394766807556
114784,201,345.0,673,40.32394766807556
114816,202,175.0,638,40.3842134475708
115520,203,65.0,498,41.67770075798035
115712,204,125.0,641,42.02193307876587
115872,205,95.0,502,42.306307554244995
116160,206,45.0,459,42.83885908126831
116768,207,30.0,258,43.92354130744934
117248,208,60.0,357,44.82609558105469
117952,209,30.0,366,46.107600927352905
118752,210,95.0,509,47.58117866516113
120992,211,225.0,783,51.74669861793518
121344,212,5.0,295,52.38302135467529
122048,213,255.0,808,53.68073868751526
122208,214,55.0,440,53.980745792388916
122272,215,240.0,694,54.10142517089844
122816,216,190.0,832,55.087199687957764
122848,217,60.0,406,55.145756244659424
123104,218,180.0,678,55.608298778533936
123488,219,205.0,738,56.30089521408081
123744,220,40.0,283,56.75891590118408
124192,221,195.0,753,57.56332540512085
124256,222,70.0,505,57.678999185562134
124928,223,90.0,507,58.887850284576416
124928,224,390.0,851,58.887850284576416
126816,225,50.0,378,62.281524896621704
128032,226,80.0,292,64.39762425422668
128160,227,185.0,564,64.62448024749756
128768,228,275.0,686,65.68153142929077
128928,229,235.0,792,65.96103596687317
129920,230,330.0,863,67.68929648399353
129952,231,60.0,453,67.74674201011658
132000,232,255.0,557,71.2997043132782
132352,233,500.0,786,71.91125774383545
133152,234,115.0,576,73.30276322364807
133440,235,45.0,333,73.80122828483582
135456,236,200.0,586,77.3070957660675
135712,237,100.0,376,77.75907039642334
136320,238,220.0,481,78.81929159164429
137088,239,135.0,467,80.17358613014221
137376,240,110.0,503,80.68036532402039
138272,241,85.0,485,82.26686882972717
139200,242,180.0,505,83.91380524635315
139360,243,165.0,498,84.19840407371521
139584,244,235.0,743,84.59550666809082
140064,245,55.0,254,85.444002866745
140320,246,160.0,723,85.89012002944946
140960,247,435.0,777,87.00254440307617
141120,248,70.0,352,87.28093266487122
141312,249,150.0,537,87.61719369888306
141984,250,90.0,476,88.78321957588196
142016,251,545.0,824,88.83922934532166
142752,252,240.0,875,90.12376832962036
143648,253,650.0,1287,91.6805169582367
143680,254,545.0,806,91.73520231246948
143744,255,145.0,680,91.84852409362793
146528,256,170.0,677,96.68176412582397
146912,257,285.0,689,97.34750485420227
146944,258,115.0,593,97.40510606765747
147392,259,205.0,603,98.18033385276794
148480,260,120.0,472,100.06479597091675
148768,261,105.0,515,100.56496930122375
149440,262,175.0,611,101.73324537277222
149824,263,115.0,523,102.39972186088562
150016,264,245.0,807,102.73475122451782
150528,265,80.0,385,103.62575364112854
151456,266,35.0,297,105.24517321586609
152288,267,30.0,411,106.69335198402405
152512,268,140.0,527,107.09437823295593
152544,269,110.0,509,107.15083694458008
153216,270,105.0,435,108.34612679481506
153472,271,110.0,436,108.79929375648499
153472,272,155.0,514,108.79929375648499
153568,273,105.0,396,108.96911287307739
155232,274,145.0,468,111.92217898368835
156352,275,65.0,296,113.90897679328918
157504,276,105.0,463,115.94866561889648
158272,277,135.0,532,117.30867338180542
158688,278,530.0,932,118.04968047142029
159552,279,435.0,1167,119.58650660514832
160256,280,140.0,518,120.84913372993469
160704,281,155.0,535,121.64949822425842
164160,282,90.0,366,127.80125617980957
164192,283,360.0,900,127.85896372795105
164352,284,265.0,532,128.14574027061462
165280,285,215.0,730,129.78804802894592
165312,286,390.0,1144,129.84584498405457
165824,287,100.0,388,130.75249576568604
165856,288,200.0,426,130.8100392818451
166176,289,130.0,525,131.37916016578674
167264,290,285.0,541,133.30986285209656
167360,291,200.0,855,133.48218393325806
167424,292,80.0,275,133.59690022468567
168128,293,250.0,616,134.84456658363342
168416,294,160.0,477,135.3564898967743
168448,295,440.0,973,135.41635084152222
168736,296,155.0,479,135.92495846748352
168800,297,245.0,544,136.0388629436493
169280,298,360.0,802,136.89148449897766
169504,299,250.0,595,137.2890112400055
169568,300,140.0,355,137.40448880195618
170176,301,265.0,910,138.49295687675476
171488,302,575.0,770,140.83324527740479
171712,303,230.0,517,141.2336459159851
171712,304,170.0,482,141.2336459159851
171744,305,245.0,602,141.29063868522644
172576,306,535.0,816,142.77466940879822
173056,307,160.0,488,143.63316416740417
173184,308,105.0,615,143.8626048564911
173984,309,115.0,453,145.294527053833
174016,310,70.0,274,145.35238552093506
175104,311,165.0,466,147.2882080078125
177056,312,410.0,853,150.76669001579285
178080,313,165.0,384,152.5927712917328
179008,314,335.0,947,154.24148845672607
180032,315,130.0,364,156.0765299797058
180576,316,85.0,346,157.04737639427185
181280,317,125.0,440,158.3080596923828
181984,318,225.0,426,159.56522703170776
182176,319,355.0,673,159.91103291511536
182688,320,405.0,575,160.81995582580566
184320,321,215.0,580,163.74656772613525
184512,322,260.0,493,164.09406995773315
184576,323,235.0,577,164.2084403038025
185920,324,200.0,681,166.60529470443726
186304,325,220.0,457,167.2896282672882
186592,326,240.0,668,167.80301690101624
186720,327,185.0,605,168.02821922302246
186752,328,170.0,472,168.08514857292175
187072,329,175.0,489,168.64931845664978
187840,330,230.0,464,170.01701545715332
187968,331,205.0,646,170.2441303730011
188032,332,365.0,624,170.35800957679749
188544,333,255.0,597,171.26226210594177
188832,334,110.0,431,171.79982805252075
189216,335,265.0,785,172.48790001869202
189664,336,185.0,517,173.28119683265686
190752,337,375.0,690,175.22023487091064
191456,338,365.0,695,176.47194504737854
191712,339,65.0,428,176.9255073070526
192064,340,155.0,361,177.55550527572632
194912,341,280.0,727,182.6427357196808
195040,342,190.0,471,182.87041687965393
195904,343,290.0,591,184.4014642238617
196544,344,495.0,826,185.5384464263916
196832,345,170.0,385,186.05011200904846
197120,346,85.0,402,186.56295561790466
198528,347,765.0,813,189.06245732307434
199872,348,185.0,413,191.449565410614
199936,349,145.0,484,191.56343150138855
200288,350,195.0,552,192.19489693641663
200416,351,205.0,443,192.42702293395996
201472,352,145.0,467,194.303391456604
201696,353,110.0,469,194.70563316345215
201952,354,310.0,648,195.15887784957886
202240,355,335.0,727,195.67051196098328
202496,356,195.0,417,196.12619042396545
203328,357,235.0,455,197.61042976379395
204160,358,880.0,945,199.09208273887634
204640,359,135.0,470,199.9489562511444
205632,360,480.0,990,201.70582556724548
207360,361,390.0,672,204.76839923858643
207456,362,310.0,609,204.93847513198853
208544,363,335.0,672,206.86620044708252
209984,364,245.0,473,209.41766095161438
210016,365,320.0,691,209.47686171531677
210464,366,655.0,892,210.27823281288147
211360,367,400.0,605,211.8700294494629
211904,368,415.0,931,212.83851075172424
213824,369,230.0,524,216.24690580368042
214336,370,400.0,709,217.1544816493988
214336,371,445.0,830,217.1544816493988
215616,372,390.0,779,219.42413210868835
216160,373,250.0,606,220.39099287986755
216704,374,140.0,463,221.35288000106812
217248,375,410.0,696,222.317729473114
217536,376,140.0,374,222.8294141292572
217856,377,195.0,547,223.39531707763672
218496,378,255.0,626,224.5281159877777
219744,379,230.0,549,226.73520851135254
220512,380,485.0,1001,228.10539937019348
220544,381,245.0,499,228.16311192512512
221280,382,175.0,434,229.46787762641907
222464,383,230.0,574,231.57085275650024
222624,384,645.0,817,231.85839414596558
223904,385,700.0,1016,234.12934398651123
224032,386,340.0,744,234.35761499404907
224096,387,220.0,442,234.47238612174988
224512,388,235.0,538,235.21450972557068
224800,389,575.0,905,235.7251946926117
224832,390,165.0,406,235.78319001197815
225216,391,225.0,523,236.46631741523743
226752,392,430.0,842,239.18532514572144
228832,393,135.0,364,242.87601685523987
229152,394,290.0,481,243.4464373588562
229216,395,270.0,467,243.5594358444214
229312,396,170.0,396,243.7306752204895
229472,397,465.0,877,244.01318168640137
229504,398,510.0,820,244.07052850723267
230304,399,185.0,501,245.50617909431458
230784,400,510.0,609,246.36556768417358
232064,401,115.0,297,248.65048813819885
232256,402,495.0,1012,248.99176478385925
234560,403,600.0,1029,253.09675669670105
234944,404,520.0,1016,253.78158497810364
236864,405,170.0,401,257.19196343421936
236928,406,465.0,829,257.3074457645416
237024,407,290.0,518,257.48145055770874
237888,408,285.0,544,259.0103647708893
240512,409,180.0,355,263.68216848373413
242080,410,455.0,829,266.4711196422577
242496,411,525.0,713,267.22230410575867
242592,412,185.0,371,267.39427280426025
243968,413,370.0,674,269.8402090072632
245344,414,520.0,668,272.2832453250885
245376,415,275.0,473,272.34091567993164
245536,416,460.0,867,272.6272232532501
245664,417,600.0,924,272.8564615249634
246048,418,495.0,863,273.53672456741333
246080,419,685.0,777,273.5955801010132
247168,420,980.0,1164,275.52266454696655
249376,421,545.0,997,279.44288063049316
250496,422,640.0,679,286.99706387519836
250816,423,545.0,843,287.5710470676422
251296,424,545.0,839,288.42387104034424
252128,425,265.0,551,289.90653896331787
252192,426,725.0,857,290.0205934047699
252448,427,770.0,804,290.47724533081055
252544,428,415.0,636,290.64897084236145
253184,429,720.0,889,291.8055429458618
253280,430,600.0,879,291.978946685791
254656,431,490.0,799,294.4180676937103
254912,432,545.0,795,294.87692856788635
255040,433,225.0,456,295.10524439811707
255200,434,715.0,806,295.38945508003235
256864,435,540.0,862,298.3482189178467
258880,436,740.0,840,301.94167017936707
259168,437,150.0,424,302.4538984298706
261344,438,480.0,734,306.388756275177
261536,439,545.0,772,306.73366832733154
263168,440,545.0,820,309.6459608078003
265984,441,515.0,972,314.7139501571655
266912,442,500.0,936,316.3927721977234
267136,443,545.0,783,316.7998523712158
269248,444,540.0,835,320.6355800628662
269440,445,500.0,797,320.9781701564789
270688,446,570.0,769,323.2272734642029
270816,447,575.0,791,323.4594783782959
271200,448,515.0,808,324.15730476379395
272224,449,540.0,931,326.01158690452576
274208,450,685.0,903,329.6223397254944
274976,451,600.0,870,331.0107469558716
276224,452,745.0,841,333.27272939682007
276832,453,545.0,824,334.3786253929138
277952,454,510.0,808,336.4192159175873
278304,455,745.0,1010,337.05853724479675
278432,456,410.0,791,337.29255747795105
278784,457,570.0,875,337.9317560195923
280128,458,575.0,866,340.3701241016388
280192,459,500.0,729,340.4876546859741
280192,460,545.0,877,340.4876546859741
280256,461,545.0,843,340.60346817970276
282144,462,570.0,847,344.0607557296753
283200,463,545.0,751,345.9863829612732
283904,464,800.0,914,347.2636766433716
283936,465,600.0,898,347.3237769603729
285056,466,600.0,944,349.33682346343994
285632,467,770.0,836,350.36834621429443
286112,468,395.0,630,351.2224016189575
287200,469,545.0,808,353.1697039604187
288288,470,600.0,1119,355.1092691421509
289696,471,745.0,829,357.62569308280945
291936,472,600.0,775,361.64864349365234
292672,473,325.0,516,362.9703984260559
293696,474,545.0,715,364.8062951564789
296544,475,575.0,792,369.8823983669281
296576,476,540.0,699,369.93876671791077
298720,477,800.0,877,373.73530292510986
300672,478,600.0,889,377.2234196662903
301760,479,740.0,744,379.164767742157
302368,480,605.0,856,380.25732707977295
302912,481,870.0,769,381.23246121406555
303776,482,545.0,792,382.7812464237213
305696,483,545.0,797,386.210000038147
306560,484,605.0,824,387.7531418800354
306656,485,575.0,826,387.92505145072937
306752,486,695.0,770,388.09710812568665
307712,487,545.0,744,389.81114983558655
308768,488,575.0,799,391.6979215145111
311168,489,545.0,783,396.01641845703125
311360,490,980.0,1879,396.36341094970703
311680,491,500.0,815,396.9427864551544
312288,492,725.0,750,398.0372896194458
312608,493,550.0,795,398.6121106147766
313088,494,905.0,1364,399.4693570137024
315744,495,545.0,744,404.2124545574188
317632,496,575.0,874,407.55852007865906
318016,497,410.0,603,408.2258641719818
318336,498,570.0,803,408.7792673110962
319488,499,1025.0,1572,410.779096364975
320320,500,745.0,742,412.2473840713501
320544,501,710.0,1265,412.637286901474
323104,502,800.0,920,417.08539175987244
323136,503,545.0,632,417.14103603363037
325792,504,1570.0,2009,421.7443776130676
326144,505,540.0,762,422.3561873435974
326240,506,945.0,1484,422.52465534210205
328032,507,1075.0,1911,425.6257767677307
328672,508,575.0,691,426.7349123954773
329024,509,600.0,789,427.35031485557556
330336,510,745.0,740,429.6377923488617
330432,511,570.0,932,429.80526781082153
330880,512,600.0,787,430.58468198776245
331456,513,800.0,1091,431.5822129249573
331520,514,745.0,744,431.6944913864136
332608,515,540.0,808,433.5915598869324
333824,516,575.0,784,435.7067174911499
334336,517,1230.0,1799,436.5958113670349
334656,518,545.0,728,437.151061296463
334880,519,570.0,696,437.5405738353729
335136,520,600.0,733,437.9866237640381
335680,521,800.0,766,438.9321753978729
338592,522,745.0,714,444.0369522571564
342208,523,935.0,1824,450.4512243270874
342880,524,545.0,731,451.6473870277405
343328,525,525.0,712,452.4467260837555
343360,526,1125.0,1824,452.5050241947174
344480,527,515.0,817,454.49761414527893
346176,528,770.0,721,457.5257308483124
347392,529,885.0,1409,459.69376134872437
348384,530,600.0,789,461.4191048145294
349408,531,545.0,739,463.21131229400635
350336,532,545.0,753,464.8636393547058
351168,533,545.0,703,466.3525712490082
351200,534,575.0,724,466.4102101325989
351648,535,545.0,707,467.21521949768066
351968,536,770.0,676,467.7867727279663
353312,537,545.0,702,470.18208384513855
353760,538,500.0,697,470.9803030490875
356256,539,575.0,701,475.85397124290466
357792,540,545.0,733,478.76113414764404
358432,541,600.0,807,479.9304928779602
358464,542,470.0,737,479.99297738075256
359616,543,600.0,780,482.4210915565491
360192,544,575.0,783,483.64012384414673
360576,545,570.0,687,484.6699597835541
361248,546,600.0,963,485.8995680809021
362848,547,855.0,1402,488.78805589675903
367648,548,600.0,795,497.8557252883911
368032,549,545.0,683,498.6025698184967
368064,550,1020.0,1743,498.6640582084656
368320,551,715.0,795,499.171746969223
368576,552,745.0,753,499.6804344654083
369120,553,975.0,1611,500.7627968788147
369664,554,785.0,824,501.83720302581787
370176,555,545.0,712,502.8491897583008
370176,556,1555.0,1786,502.8491897583008
370816,557,600.0,858,504.1287350654602
372896,558,885.0,1293,508.18291568756104
374432,559,975.0,753,511.0923185348511
374720,560,545.0,669,511.6454622745514
375424,561,600.0,845,512.963711977005
376512,562,550.0,792,514.978973865509
376928,563,800.0,790,515.7563514709473
377088,564,545.0,865,516.0524020195007
377824,565,1145.0,1615,517.4928181171417
378144,566,670.0,819,518.0869719982147
378304,567,600.0,847,518.387894153595
380608,568,1385.0,1884,522.746593952179
380736,569,495.0,697,523.0063903331757
382208,570,970.0,811,525.7030017375946
382496,571,545.0,715,526.2185409069061
383712,572,510.0,736,528.4592487812042
384032,573,575.0,820,529.0718338489532
384672,574,545.0,753,530.2420506477356
386496,575,600.0,789,533.6078433990479
387840,576,540.0,781,536.0169911384583
388128,577,800.0,927,536.5521836280823
388800,578,1300.0,1661,537.7778525352478
390112,579,545.0,639,540.1703736782074
390528,580,510.0,669,540.94859623909
390880,581,770.0,726,541.598272562027
391680,582,525.0,740,543.0498697757721
391968,583,515.0,731,543.559499502182
392480,584,745.0,763,544.5085752010345
393696,585,860.0,1248,546.6569221019745
394688,586,805.0,681,548.4349346160889
396032,587,600.0,788,550.8554220199585
396864,588,545.0,618,552.360847234726
396992,589,575.0,838,552.5898196697235
398496,590,545.0,721,555.2458131313324
399328,591,500.0,713,556.7152252197266
399392,592,1000.0,664,556.8272664546967
400160,593,570.0,683,558.1891086101532
400288,594,570.0,799,558.4162487983704
401728,595,545.0,747,561.0757641792297
402624,596,575.0,803,562.6689245700836
405504,597,745.0,774,567.859486579895
405664,598,945.0,724,568.1874167919159
406240,599,540.0,694,569.2908408641815
407264,600,600.0,783,571.1829149723053
408000,601,495.0,729,572.5256597995758
411936,602,600.0,795,579.5172367095947
411936,603,1025.0,1363,579.5172367095947
412160,604,570.0,689,579.9101700782776
413216,605,970.0,763,581.7511613368988
413248,606,545.0,699,581.8073534965515
414080,607,570.0,691,583.3092408180237
414272,608,515.0,817,583.6538827419281
414368,609,600.0,829,583.8218035697937
414464,610,520.0,712,583.9913876056671
414528,611,570.0,689,584.1050541400909
414880,612,570.0,975,584.8204667568207
415104,613,550.0,669,585.3510179519653
415936,614,600.0,794,587.2883696556091
417568,615,545.0,715,590.6756892204285
418528,616,805.0,703,592.5370140075684
419424,617,745.0,705,594.4454374313354
421216,618,1055.0,1462,603.1970262527466
422880,619,1015.0,1648,611.3579471111298
423008,620,600.0,740,611.5936074256897
423776,621,740.0,689,612.9412665367126
424800,622,600.0,822,615.7239515781403
425856,623,545.0,803,618.4499607086182
425920,624,800.0,829,618.5757296085358
425984,625,740.0,803,618.7039291858673
428480,626,570.0,714,623.2314033508301
429152,627,740.0,739,627.6664793491364
431328,628,1500.0,1586,635.1497046947479
431744,629,600.0,797,636.2805416584015
432960,630,575.0,803,638.4964847564697
434080,631,600.0,815,640.4756231307983
435104,632,570.0,717,642.2665643692017
438144,633,570.0,780,647.5731027126312
438944,634,570.0,763,648.9746534824371
439104,635,500.0,673,649.2547335624695
439264,636,600.0,778,649.5384752750397
439552,637,600.0,738,650.0445439815521
440160,638,975.0,883,651.1128928661346
440864,639,570.0,831,652.3456711769104
441088,640,600.0,911,652.7392888069153
441312,641,600.0,852,653.1277928352356
442912,642,800.0,869,655.9503128528595
444192,643,570.0,662,658.1724436283112
447808,644,570.0,831,664.4763009548187
449056,645,1430.0,1627,666.6677210330963
449664,646,605.0,742,667.7323381900787
450048,647,600.0,752,668.3991949558258
450720,648,600.0,810,669.5686573982239
452960,649,570.0,744,673.6277105808258
452960,650,740.0,847,673.6277105808258
453152,651,570.0,669,673.9850564002991
453312,652,570.0,776,674.2914102077484
457664,653,1205.0,1720,682.08913397789
459424,654,600.0,760,685.1540732383728
459904,655,540.0,842,685.9832060337067
461120,656,600.0,718,688.148672580719
461536,657,1275.0,1509,688.867547750473
463808,658,540.0,710,692.826717376709
463936,659,540.0,721,693.0497052669525
464704,660,600.0,787,694.3758563995361
466112,661,600.0,775,696.845803976059
466912,662,575.0,874,698.233494758606
468032,663,1290.0,1661,700.1790933609009
468256,664,540.0,792,700.5656087398529
468608,665,1095.0,1537,701.1721725463867
468928,666,1175.0,1702,701.7255465984344
470592,667,810.0,642,704.651805639267
470784,668,1130.0,1498,705.0032308101654
470976,669,1125.0,1475,705.3375480175018
472192,670,545.0,723,707.4726700782776
472512,671,570.0,714,708.0293395519257
473024,672,1230.0,1703,708.9474630355835
475808,673,545.0,703,713.7783432006836
476224,674,600.0,797,714.5006008148193
477472,675,600.0,766,716.663378238678
477504,676,570.0,767,716.7196187973022
477824,677,600.0,771,717.2724993228912
481024,678,1350.0,1467,722.8804893493652
482688,679,600.0,727,725.7612664699554
482976,680,1070.0,1614,726.2586693763733
484512,681,545.0,731,728.9167017936707
484704,682,750.0,653,729.248833656311
484736,683,570.0,776,729.3034870624542
485632,684,600.0,874,730.8631167411804
487424,685,600.0,710,733.9520924091339
488992,686,570.0,715,736.653795003891
489120,687,575.0,787,736.8748247623444
489280,688,575.0,657,737.1508364677429
489280,689,540.0,699,737.1508364677429
491200,690,770.0,696,740.5361084938049
493504,691,1205.0,1428,744.518483877182
493728,692,1155.0,1707,744.9086616039276
494944,693,600.0,841,747.015926361084
496672,694,600.0,809,750.0002772808075
496672,695,600.0,765,750.0002772808075
496704,696,775.0,804,750.0564754009247
497984,697,800.0,918,752.2596576213837
498432,698,800.0,810,753.039617061615
499072,699,525.0,814,754.1471326351166
500032,700,570.0,694,764.5682916641235
500672,701,870.0,1223,765.8149945735931
500736,702,800.0,726,765.9264008998871
501216,703,1200.0,1783,766.7625489234924
501536,704,545.0,641,767.3196384906769
503776,705,600.0,861,771.2156732082367
503872,706,2060.0,2019,771.383318901062
504448,707,600.0,843,772.3874292373657
506592,708,600.0,962,776.121506690979
508864,709,600.0,755,780.0745992660522
510048,710,545.0,707,782.140025138855
510496,711,800.0,663,782.9460017681122
513376,712,600.0,895,787.9785192012787
515584,713,600.0,822,791.8163149356842
515808,714,495.0,769,792.204657793045
516000,715,570.0,696,792.543359041214
516896,716,745.0,731,794.0954530239105
518464,717,600.0,680,796.8512432575226
518816,718,575.0,651,797.468240737915
520032,719,600.0,971,799.6030473709106
521600,720,800.0,779,802.4052684307098
522656,721,600.0,757,804.2501595020294
522688,722,1105.0,1629,804.3054220676422
524608,723,800.0,798,807.691034078598
525632,724,600.0,683,809.4642133712769
525824,725,610.0,787,809.7976891994476
527488,726,570.0,837,812.6859526634216
527648,727,545.0,826,812.9612925052643
528224,728,600.0,881,813.9632308483124
529856,729,570.0,794,816.7906489372253
530592,730,550.0,628,818.0720002651215
