step,updates,sps,eps,beta,score_avg100,buffer,time,loss,q_mean,td_abs,grad_norm
710000,165000,1063.0632936834058,0.010000000000000009,0.0,324.4,500000,626.9358534812927,0.014902664805413223,2.0187636429071425,0.10885786766186356,0.5633458914607763
720000,167500,1076.22602228545,0.010000000000000009,0.0,334.8,500000,636.2275819778442,0.015156338433735072,2.0511334311962126,0.10856744831427932,0.5449242991954089
730000,170000,1070.3003408968277,0.010000000000000009,0.0,335.95,500000,645.5707538127899,0.015488556518685073,2.114967238306999,0.10881363471969963,0.5342110921442509
740000,172500,1062.897561460435,0.010000000000000009,0.0,340.65,500000,654.9789981842041,0.013559202580945567,2.137559375166893,0.10386383220553398,0.5152594001591205
750000,175000,1023.9254554270487,0.010000000000000009,0.0,350.6,500000,664.745334148407,0.01464991545304656,2.1691426879167555,0.10868176784366369,0.5480658097565174
760000,177500,846.8232931241216,0.010000000000000009,0.0,352.25,500000,676.5541732311249,0.015191944314865395,2.222553271651268,0.11046444330364466,0.5487251244485378
770000,180000,1071.8884756599157,0.010000000000000009,0.0,366.05,500000,685.8835020065308,0.015363645694451407,2.216983075737953,0.11000327365472913,0.5237232049554587
780000,182500,1071.1900812638248,0.010000000000000009,0.0,374.05,500000,695.2189133167267,0.015109204890904948,2.188949601054192,0.10972326762974262,0.5421987357735634
790000,185000,1074.3874328630168,0.010000000000000009,0.0,384.25,500000,704.5265426635742,0.015614213470835239,2.2228497207164764,0.11000420074909925,0.5750360683351755
800000,187500,1070.8550318521814,0.010000000000000009,0.0,391.95,500000,713.8648748397827,0.017392678088508546,2.245060970187187,0.1143562708236277,0.5763563216477633
810000,190000,1063.2006168651499,0.010000000000000009,0.0,405.0,500000,723.2704374790192,0.015979581478750334,2.2658853948116304,0.1126418099924922,0.6023080279678106
820000,192500,1064.7610872397786,0.010000000000000009,0.0,400.7,500000,732.6622157096863,0.015943938087439165,2.311606938838959,0.1131658586859703,0.5780074185132981
830000,195000,1062.28239067332,0.010000000000000009,0.0,399.2,500000,742.0759084224701,0.016554912290303037,2.3155853003263474,0.11383414620533586,0.5823162253946066
840000,197500,926.1510965395064,0.010000000000000009,0.0,391.3,500000,752.8732826709747,0.018098896592855452,2.3975823765993116,0.11912224896252155,0.6024614514410496
850000,200000,1061.17318690171,0.010000000000000009,0.0,373.8,500000,762.2968151569366,0.01867224380839616,2.417670155763626,0.12054432149976492,0.6368132884800434
860000,202500,1066.2000468799145,0.010000000000000009,0.0,381.65,500000,771.6759181022644,0.018504307479597627,2.442650691270828,0.11939106851816178,0.6204820315539837
870000,205000,1039.447674467593,0.010000000000000009,0.0,386.15,500000,781.2974166870117,0.01996217790292576,2.4971686559915542,0.12711516685783864,0.6759928587824107
880000,207500,1075.0073949458272,0.010000000000000009,0.0,385.15,500000,790.598673582077,0.018413597592152654,2.4865710413455964,0.12193404380232095,0.6558625464886427
890000,210000,1077.9900084199978,0.010000000000000009,0.0,393.95,500000,799.8751974105835,0.01776592907961458,2.595564011335373,0.11814164739102125,0.5982303169369697
900000,212500,1081.1134610006404,0.010000000000000009,0.0,413.75,500000,809.1249203681946,0.019341522422619165,2.624931824207306,0.12413315895944833,0.6632711539417505
910000,215000,1069.3862020220388,0.010000000000000009,0.0,402.3,500000,818.4760789871216,0.020592684384901076,2.6484243130683898,0.12494636945426464,0.6649683975428343
920000,217500,1069.3493134313821,0.010000000000000009,0.0,413.5,500000,827.8275601863861,0.020649846732849256,2.6714341151714325,0.1245913320966065,0.6707113651931286
930000,220000,1072.4144871520045,0.010000000000000009,0.0,421.4,500000,837.1523129940033,0.02118349551456049,2.753524817228317,0.12865742798894644,0.730534264743328
940000,222500,1065.68685463319,0.010000000000000009,0.0,421.1,500000,846.5359325408936,0.02069091477431357,2.705028147697449,0.12615673813968897,0.6808711622655391
950000,225000,1072.0228550771044,0.010000000000000009,0.0,433.6,500000,855.864091873169,0.020514139196602627,2.7170084846019744,0.12614158436655998,0.6849525038897991
960000,227500,1081.8002213531938,0.010000000000000009,0.0,446.55,500000,865.1079428195953,0.0188874490885064,2.8044388699531555,0.1219174411892891,0.6574357688426972
970000,230000,1089.8457049874703,0.010000000000000009,0.0,429.2,500000,874.2835536003113,0.022112368261441587,2.8474388980865477,0.13125039882957934,0.7400551579892636
980000,232500,1076.5033496230997,0.010000000000000009,0.0,411.8,500000,883.5728883743286,0.018624459964921698,2.9039918148517607,0.12098798222839832,0.6580104909092188
990000,235000,1080.764183525091,0.010000000000000009,0.0,430.4,500000,892.8256006240845,0.020743141279090195,2.9513131654262543,0.12597608607262373,0.6914609228819608
1000000,237500,1064.0098350610021,0.010000000000000009,0.0,470.5,500000,902.2240099906921,0.02235391749534756,2.8858375334739685,0.12852476708590985,0.6942935074865818
